sample,logged_at,pm10,pm25
1204,2023-10-27 10:51:38,21.49,11.14
1205,2023-10-27 10:54:04,21.04,10.57
1206,2023-10-27 10:56:31,19.08,9.65
1207,2023-10-27 10:58:58,19.12,9.62
1208,2023-10-27 11:01:24,18.47,9.89
1209,2023-10-27 11:03:51,16.45,10.11
1210,2023-10-27 11:06:17,15.65,9.5
1211,2023-10-27 11:08:43,15.3,9.12
1212,2023-10-27 11:11:14,15.58,8.91
1213,2023-10-27 11:13:42,13.3,8.1
1214,2023-10-27 11:16:08,12.58,8.15
1215,2023-10-27 11:18:34,15.71,8.24
1216,2023-10-27 11:21:01,13.52,7.26
1217,2023-10-27 11:23:28,12.0,6.84
1218,2023-10-27 11:25:56,15.75,7.36
1219,2023-10-27 11:28:21,14.88,7.4
1220,2023-10-27 11:33:14,12.08,6.87
1221,2023-10-27 11:35:40,12.2,7.07
1222,2023-10-27 11:38:06,10.22,6.95
1223,2023-10-27 11:40:32,10.83,6.97
1224,2023-10-27 11:42:58,10.3,6.01
1225,2023-10-27 11:45:25,10.0,5.91
1226,2023-10-27 11:47:52,11.79,6.14
1227,2023-10-27 11:50:18,11.51,6.48
1228,2023-10-27 11:52:45,12.16,6.72
1229,2023-10-27 11:55:13,12.07,5.66
1230,2023-10-27 11:57:39,10.02,5.02
1231,2023-10-27 12:00:06,11.18,5.32
1232,2023-10-27 12:02:33,10.83,5.39
1233,2023-10-27 12:05:05,9.51,5.32
1234,2023-10-27 12:07:34,8.99,5.25
1235,2023-10-27 12:10:00,8.26,5.14
1236,2023-10-27 12:12:27,8.09,5.04
1237,2023-10-27 12:15:01,7.98,5.26
1238,2023-10-27 12:17:52,7.77,4.91
1239,2023-10-27 12:20:19,9.02,4.73
1240,2023-10-27 12:23:02,9.18,4.88
1241,2023-10-27 12:25:31,8.39,4.83
1242,2023-10-27 12:27:58,10.9,4.78
1243,2023-10-27 12:30:25,11.85,5.36
1244,2023-10-27 12:32:51,8.3,5.02
1245,2023-10-27 12:35:17,7.31,4.1
1246,2023-10-27 12:37:44,7.35,3.9
1247,2023-10-27 12:40:14,6.36,3.8
1248,2023-10-27 12:45:09,6.15,3.39
1249,2023-10-27 12:50:17,6.13,2.85
1250,2023-10-27 12:52:44,7.07,3.06
1251,2023-10-27 12:55:12,6.26,3.14
1252,2023-10-27 12:57:39,5.4,3.1
1253,2023-10-27 13:00:06,5.46,3.2
1254,2023-10-27 13:02:34,4.79,2.85
1255,2023-10-27 13:07:37,5.58,3.33
1256,2023-10-27 13:10:31,7.14,3.74
1257,2023-10-27 13:12:58,7.11,3.3
1258,2023-10-27 13:15:25,7.06,3.47
1259,2023-10-27 13:17:51,8.27,3.22
1260,2023-10-27 13:20:37,7.44,3.12
1261,2023-10-27 13:26:18,5.64,3.06
1262,2023-10-27 13:28:45,4.8,2.45
1263,2023-10-27 13:33:44,6.7,2.0
1264,2023-10-27 13:38:37,6.5,2.65
1265,2023-10-27 13:41:04,4.92,2.46
1266,2023-10-27 13:43:30,3.22,2.15
1267,2023-10-27 13:46:03,3.12,2.09
1268,2023-10-27 13:48:39,3.88,2.42
1269,2023-10-27 13:51:09,4.18,2.45
1270,2023-10-27 13:53:53,4.16,2.4
1271,2023-10-27 13:56:19,4.18,2.4
1272,2023-10-27 13:58:45,3.85,2.16
1273,2023-10-27 14:01:15,4.43,2.06
1274,2023-10-27 14:03:45,4.35,2.28
1275,2023-10-27 14:06:12,3.79,2.25
1276,2023-10-27 14:08:38,5.07,2.32
1277,2023-10-27 14:11:07,6.33,2.51
1278,2023-10-27 14:13:41,4.62,2.42
1279,2023-10-27 14:18:43,4.95,2.6
1280,2023-10-27 14:21:16,4.66,2.62
1281,2023-10-27 14:23:42,5.2,2.72
1282,2023-10-27 14:26:09,6.26,2.92
1283,2023-10-27 14:28:39,6.02,2.68
1284,2023-10-27 14:31:06,4.69,2.32
1285,2023-10-27 14:37:00,7.05,2.97
1286,2023-10-27 14:39:26,6.78,2.88
1287,2023-10-27 14:41:59,5.59,2.66
1288,2023-10-27 14:44:33,6.62,2.7
1289,2023-10-27 14:47:05,6.08,2.66
1290,2023-10-27 14:49:31,5.86,2.61
1291,2023-10-27 14:51:57,5.79,2.72
1292,2023-10-27 14:54:24,5.56,2.54
1293,2023-10-27 14:56:51,4.81,2.36
1294,2023-10-27 14:59:17,5.02,2.69
1295,2023-10-27 15:01:44,6.7,3.38
1296,2023-10-27 15:04:10,6.92,3.0
1297,2023-10-27 15:06:37,5.76,2.85
1298,2023-10-27 15:09:06,7.05,2.91
1299,2023-10-27 15:11:32,9.41,2.62
1300,2023-10-27 15:13:58,6.98,2.39
1301,2023-10-27 15:16:25,3.8,2.28
1302,2023-10-27 15:18:54,4.22,2.32
1303,2023-10-27 15:21:25,5.38,2.4
1304,2023-10-27 15:23:51,6.55,2.66
1305,2023-10-27 15:26:17,5.06,2.76
1306,2023-10-27 15:28:44,8.32,2.69
1307,2023-10-27 15:31:12,7.04,2.64
1308,2023-10-27 15:33:39,4.68,2.24
1309,2023-10-27 15:36:05,4.44,2.06
1310,2023-10-27 15:38:31,4.36,2.22
1311,2023-10-27 15:40:57,4.86,2.33
1312,2023-10-27 15:43:23,4.66,2.42
1313,2023-10-27 15:45:49,5.94,2.98
1314,2023-10-27 15:48:16,7.33,3.64
1315,2023-10-27 15:50:43,7.93,4.03
1316,2023-10-27 15:53:10,8.46,4.2
1317,2023-10-27 15:55:36,8.62,3.99
1318,2023-10-27 15:58:03,9.07,3.64
1319,2023-10-27 16:00:30,10.91,3.56
1320,2023-10-27 16:02:56,9.56,3.2
1321,2023-10-27 16:05:24,8.77,3.21
1322,2023-10-27 16:07:51,6.62,3.26
1323,2023-10-27 16:10:21,7.74,3.15
1324,2023-10-27 16:12:47,8.3,3.05
1325,2023-10-27 16:15:13,8.54,3.13
1326,2023-10-27 16:17:41,8.68,3.32
1327,2023-10-27 16:20:07,6.71,2.86
1328,2023-10-27 16:22:34,5.61,2.34
1329,2023-10-27 16:25:00,5.82,2.5
1330,2023-10-27 16:27:27,5.34,2.81
1331,2023-10-27 16:29:55,5.22,2.81
1332,2023-10-27 16:32:24,5.26,2.62
1333,2023-10-27 16:34:50,6.89,2.3
1334,2023-10-27 16:37:16,6.07,2.46
1335,2023-10-27 16:39:42,4.5,2.49
1336,2023-10-27 16:42:08,4.76,2.56
1337,2023-10-27 16:47:05,6.14,3.44
1338,2023-10-27 16:49:32,8.56,4.25
1339,2023-10-27 16:51:58,12.04,5.95
1340,2023-10-27 16:54:25,11.48,5.72
1341,2023-10-27 16:56:50,8.79,4.53
1342,2023-10-27 16:59:16,8.43,4.35
1343,2023-10-27 17:01:42,8.88,4.34
1344,2023-10-27 17:04:08,8.32,4.14
1345,2023-10-27 17:06:34,6.76,3.49
1346,2023-10-27 17:09:03,8.69,3.68
1347,2023-10-27 17:11:29,8.66,3.84
1348,2023-10-27 17:13:55,8.26,3.53
1349,2023-10-27 17:16:21,8.04,3.57
1350,2023-10-27 17:18:47,8.95,4.55
1351,2023-10-27 17:21:13,9.13,4.4
1352,2023-10-27 17:23:39,8.72,4.21
1353,2023-10-27 17:26:11,8.46,4.38
1354,2023-10-27 17:28:37,8.57,4.35
1355,2023-10-27 17:31:06,11.86,4.75
1356,2023-10-27 17:33:32,12.18,4.91
1357,2023-10-27 17:36:05,9.5,4.74
1358,2023-10-27 17:38:37,9.35,4.49
1359,2023-10-27 17:41:03,7.64,4.14
1360,2023-10-27 17:43:34,7.64,4.19
1361,2023-10-27 17:46:01,9.59,4.32
1362,2023-10-27 17:48:27,11.76,4.96
1363,2023-10-27 17:51:00,11.1,5.38
1364,2023-10-27 17:53:27,12.85,5.44
1365,2023-10-27 17:55:57,13.85,5.38
1366,2023-10-27 18:00:49,12.56,5.25
1367,2023-10-27 18:03:15,12.08,5.61
1368,2023-10-27 18:05:42,10.52,5.54
1369,2023-10-27 18:08:11,12.84,5.24
1370,2023-10-27 18:10:37,12.76,5.55
1371,2023-10-27 18:13:03,10.31,5.74
1372,2023-10-27 18:15:30,10.62,5.8
1373,2023-10-27 18:17:56,10.36,5.8
1374,2023-10-27 18:20:22,11.62,5.74
1375,2023-10-27 18:25:15,11.8,5.48
1376,2023-10-27 18:27:41,14.48,5.6
1377,2023-10-27 18:30:07,12.28,5.42
1378,2023-10-27 18:32:33,7.31,4.86
1379,2023-10-27 18:34:59,10.1,4.75
1380,2023-10-27 18:37:25,11.95,4.68
1381,2023-10-27 18:39:51,9.64,4.97
1382,2023-10-27 18:42:17,8.19,5.15
1383,2023-10-27 18:44:43,8.22,5.04
1384,2023-10-27 18:47:09,9.49,4.96
1385,2023-10-27 18:49:36,9.86,4.59
1386,2023-10-27 18:52:02,7.79,4.3
1387,2023-10-27 18:54:29,8.59,4.18
1388,2023-10-27 18:56:56,8.85,4.22
1389,2023-10-27 18:59:23,7.39,4.35
1390,2023-10-27 19:01:49,7.56,4.46
1391,2023-10-27 19:04:15,7.84,4.46
1392,2023-10-27 19:06:41,7.49,4.58
1393,2023-10-27 19:09:07,8.28,4.73
1394,2023-10-27 19:11:35,7.95,4.54
1395,2023-10-27 19:14:01,8.65,4.2
1396,2023-10-27 19:16:29,7.86,4.11
1397,2023-10-27 19:18:55,6.35,4.19
1398,2023-10-27 19:21:20,7.18,4.43
1399,2023-10-27 19:23:46,8.76,4.75
1400,2023-10-27 19:26:13,8.41,4.64
1401,2023-10-27 19:28:39,8.09,4.66
1402,2023-10-27 19:31:05,7.54,4.4
1403,2023-10-27 19:33:31,8.02,4.64
1404,2023-10-27 19:36:00,8.62,4.99
1405,2023-10-27 19:38:26,8.86,4.85
1406,2023-10-27 19:43:18,10.9,5.24
1407,2023-10-27 19:45:44,10.35,5.68
1408,2023-10-27 19:48:12,9.02,5.44
1409,2023-10-27 19:50:37,8.56,5.08
1410,2023-10-27 19:53:03,9.94,5.19
1411,2023-10-27 19:55:30,10.3,5.62
1412,2023-10-27 19:57:56,9.62,5.75
1413,2023-10-27 20:00:24,10.02,5.88
1414,2023-10-27 20:02:50,10.99,5.72
1415,2023-10-27 20:05:15,10.42,5.82
1416,2023-10-27 20:07:41,11.49,6.44
1417,2023-10-27 20:10:07,14.72,6.86
1418,2023-10-27 20:12:33,16.55,7.5
1419,2023-10-27 20:14:59,15.96,7.52
1420,2023-10-27 20:17:25,14.68,7.53
1421,2023-10-27 20:19:51,13.48,7.54
1422,2023-10-27 20:22:18,15.24,7.42
1423,2023-10-27 20:24:44,13.7,7.25
1424,2023-10-27 20:27:11,14.62,7.3
1425,2023-10-27 20:29:37,14.72,7.34
1426,2023-10-27 20:32:05,14.56,7.03
1427,2023-10-27 20:34:31,15.5,7.26
1428,2023-10-27 20:36:57,13.74,7.32
1429,2023-10-27 20:39:23,12.81,6.79
1430,2023-10-27 20:41:50,10.88,5.7
1431,2023-10-27 20:44:15,11.24,6.14
1432,2023-10-27 20:46:42,10.8,6.33
1433,2023-10-27 20:49:09,11.04,6.19
1434,2023-10-27 20:51:35,11.28,5.86
1435,2023-10-27 20:54:02,10.9,5.98
1436,2023-10-27 20:56:29,10.76,6.28
1437,2023-10-27 20:58:55,12.27,6.46
1438,2023-10-27 21:01:21,11.71,6.4
1439,2023-10-27 21:03:47,10.62,6.22
1440,2023-10-27 21:06:14,11.08,6.31
1441,2023-10-27 21:08:41,11.68,6.55
1442,2023-10-27 21:11:09,12.81,6.26
1443,2023-10-27 21:13:35,11.14,5.95
1444,2023-10-27 21:16:01,10.54,6.22
1445,2023-10-27 21:18:32,12.58,6.34
1446,2023-10-27 21:21:04,11.96,6.42
1447,2023-10-27 21:23:31,10.91,6.54
1448,2023-10-27 21:25:57,11.25,6.47
1449,2023-10-27 21:28:24,11.38,6.22
1450,2023-10-27 21:30:51,11.38,6.04
1451,2023-10-27 21:33:17,11.33,6.04
1452,2023-10-27 21:35:43,9.9,6.26
1453,2023-10-27 21:38:10,9.65,6.61
1454,2023-10-27 21:40:38,11.25,6.9
1455,2023-10-27 21:43:06,11.16,7.22
1456,2023-10-27 21:45:32,12.06,7.02
1457,2023-10-27 21:48:02,13.84,7.02
1458,2023-10-27 21:50:29,13.29,7.52
1459,2023-10-27 21:52:55,12.25,7.38
1460,2023-10-27 21:55:24,14.38,7.5
1461,2023-10-27 21:57:50,17.31,8.1
1462,2023-10-27 22:00:17,14.94,8.48
1463,2023-10-27 22:02:47,16.2,8.96
1464,2023-10-27 22:05:14,15.3,8.66
1465,2023-10-27 22:07:40,14.12,8.34
1466,2023-10-27 22:10:06,14.65,8.77
1467,2023-10-27 22:12:39,14.52,8.6
1468,2023-10-27 22:15:06,14.26,8.62
1469,2023-10-27 22:17:33,14.66,9.22
1470,2023-10-27 22:20:00,15.4,9.59
1471,2023-10-27 22:24:57,15.87,9.43
1472,2023-10-27 22:27:23,15.35,9.41
1473,2023-10-27 22:29:55,16.2,10.01
1474,2023-10-27 22:32:26,17.23,10.48
1475,2023-10-27 22:34:53,17.65,10.56
1476,2023-10-27 22:37:19,18.89,10.85
1477,2023-10-27 22:39:45,21.46,11.36
1478,2023-10-27 22:42:11,20.05,11.2
1479,2023-10-27 22:44:37,17.62,11.22
1480,2023-10-27 22:47:03,18.44,11.12
1481,2023-10-27 22:49:32,18.29,10.99
1482,2023-10-27 22:51:58,20.82,11.24
1483,2023-10-27 22:54:28,22.39,11.85
1484,2023-10-27 22:56:54,20.86,12.4
1485,2023-10-27 22:59:20,20.49,12.22
1486,2023-10-27 23:01:47,20.04,11.99
1487,2023-10-27 23:04:13,21.56,12.55
1488,2023-10-27 23:09:06,22.45,11.98
1489,2023-10-27 23:11:36,22.02,12.18
1490,2023-10-27 23:14:03,22.22,12.18
1491,2023-10-27 23:16:29,22.59,12.15
1492,2023-10-27 23:21:26,22.31,12.11
1493,2023-10-27 23:23:53,23.62,12.36
1494,2023-10-27 23:26:19,21.56,12.24
1495,2023-10-27 23:31:11,20.7,12.35
1496,2023-10-27 23:33:37,22.26,12.85
1497,2023-10-27 23:36:04,23.08,13.48
1498,2023-10-27 23:38:30,22.11,13.14
1499,2023-10-27 23:43:23,23.29,13.52
1500,2023-10-27 23:45:49,23.38,13.65
1501,2023-10-27 23:48:14,21.16,12.76
1502,2023-10-27 23:50:41,20.74,12.73
1503,2023-10-27 23:53:08,23.68,12.5
1504,2023-10-27 23:55:34,24.46,12.16
1505,2023-10-27 23:58:01,20.84,11.98
1506,2023-10-28 00:00:27,20.44,11.71
1507,2023-10-28 00:02:54,18.79,10.88
1508,2023-10-28 00:05:21,19.42,10.95
1509,2023-10-28 00:07:48,21.18,11.36
1510,2023-10-28 00:10:14,19.05,10.72
1511,2023-10-28 00:12:40,18.42,10.58
1512,2023-10-28 00:15:06,18.34,10.84
1513,2023-10-28 00:17:32,15.14,10.31
1514,2023-10-28 00:19:59,16.66,10.14
1515,2023-10-28 00:22:25,19.43,10.6
1516,2023-10-28 00:24:54,20.14,10.72
1517,2023-10-28 00:27:20,19.24,10.63
1518,2023-10-28 00:29:46,17.08,10.15
1519,2023-10-28 00:32:16,16.56,9.66
1520,2023-10-28 00:34:43,16.7,10.06
1521,2023-10-28 00:37:09,16.2,9.94
1522,2023-10-28 00:39:35,15.36,9.75
1523,2023-10-28 00:42:05,17.46,9.91
1524,2023-10-28 00:44:31,17.42,10.09
1525,2023-10-28 00:46:57,17.72,9.82
1526,2023-10-28 00:49:23,16.83,9.58
1527,2023-10-28 00:51:49,18.65,9.05
1528,2023-10-28 00:54:14,19.88,9.24
1529,2023-10-28 00:56:41,16.95,9.3
1530,2023-10-28 00:59:10,14.89,8.96
1531,2023-10-28 01:01:37,14.91,8.94
1532,2023-10-28 01:04:03,18.4,9.46
1533,2023-10-28 01:06:30,17.88,9.5
1534,2023-10-28 01:08:56,14.96,9.09
1535,2023-10-28 01:11:22,15.36,9.17
1536,2023-10-28 01:13:48,15.71,9.2
1537,2023-10-28 01:16:14,14.06,9.07
1538,2023-10-28 01:18:41,13.84,9.25
1539,2023-10-28 01:21:10,15.28,9.41
1540,2023-10-28 01:23:37,16.84,9.96
1541,2023-10-28 01:26:05,16.53,9.86
1542,2023-10-28 01:28:32,15.92,9.73
1543,2023-10-28 01:30:58,17.02,10.12
1544,2023-10-28 01:33:24,18.15,10.54
1545,2023-10-28 01:35:50,18.5,10.92
1546,2023-10-28 01:38:16,18.36,10.97
1547,2023-10-28 01:40:42,17.48,10.52
1548,2023-10-28 01:43:08,17.9,10.38
1549,2023-10-28 01:45:37,16.96,10.38
1550,2023-10-28 01:48:04,15.99,10.04
1551,2023-10-28 01:50:32,16.56,9.8
1552,2023-10-28 01:52:57,15.56,9.24
1553,2023-10-28 01:55:24,14.88,9.13
1554,2023-10-28 01:57:51,15.64,8.78
1555,2023-10-28 02:00:17,16.4,9.12
1556,2023-10-28 02:02:43,17.38,9.88
1557,2023-10-28 02:05:09,17.5,9.75
1558,2023-10-28 02:07:36,16.32,9.57
1559,2023-10-28 02:10:02,17.02,9.8
1560,2023-10-28 02:12:28,16.52,9.78
1561,2023-10-28 02:14:54,15.0,9.4
1562,2023-10-28 02:17:20,15.12,9.26
1563,2023-10-28 02:19:46,17.55,8.98
1564,2023-10-28 02:22:15,18.84,9.12
1565,2023-10-28 02:24:41,17.08,9.72
1566,2023-10-28 02:27:07,17.43,9.77
1567,2023-10-28 02:29:33,18.1,9.53
1568,2023-10-28 02:31:59,17.34,9.86
1569,2023-10-28 02:34:25,17.09,10.5
1570,2023-10-28 02:36:54,18.61,10.05
1571,2023-10-28 02:39:20,19.36,9.82
1572,2023-10-28 02:41:46,17.59,9.64
1573,2023-10-28 02:44:12,16.83,9.43
1574,2023-10-28 02:46:38,15.6,9.45
1575,2023-10-28 02:49:04,18.89,10.39
1576,2023-10-28 02:51:30,20.63,10.24
1577,2023-10-28 02:53:56,18.82,9.54
1578,2023-10-28 02:56:22,16.98,9.2
1579,2023-10-28 02:58:48,15.96,8.62
1580,2023-10-28 03:01:14,20.2,9.36
1581,2023-10-28 03:03:41,21.52,9.24
1582,2023-10-28 03:06:07,17.44,8.14
1583,2023-10-28 03:10:59,12.39,7.55
1584,2023-10-28 03:13:26,13.06,7.58
1585,2023-10-28 03:15:52,12.52,7.02
1586,2023-10-28 03:18:18,14.18,6.7
1587,2023-10-28 03:20:44,15.48,6.64
1588,2023-10-28 03:23:10,13.93,6.58
1589,2023-10-28 03:25:39,14.7,6.82
1590,2023-10-28 03:28:05,14.2,6.61
1591,2023-10-28 03:30:31,13.55,6.45
1592,2023-10-28 03:32:58,11.96,5.98
1593,2023-10-28 03:35:24,12.92,6.32
1594,2023-10-28 03:37:51,14.17,6.76
1595,2023-10-28 03:40:17,11.1,6.0
1596,2023-10-28 03:42:43,8.93,5.68
1597,2023-10-28 03:45:13,10.62,5.78
1598,2023-10-28 03:47:42,12.34,5.36
1599,2023-10-28 03:50:11,11.43,5.12
1600,2023-10-28 03:52:43,10.06,5.32
1601,2023-10-28 03:55:10,10.22,5.01
1602,2023-10-28 03:57:37,8.86,4.55
1603,2023-10-28 04:00:03,8.8,4.41
1604,2023-10-28 04:02:35,10.79,4.27
1605,2023-10-28 04:05:03,9.94,4.0
1606,2023-10-28 04:07:29,8.78,3.62
1607,2023-10-28 04:09:56,9.64,3.6
1608,2023-10-28 04:12:22,10.15,3.48
1609,2023-10-28 04:14:48,9.41,3.65
1610,2023-10-28 04:17:15,9.44,3.56
1611,2023-10-28 04:19:41,8.96,3.8
1612,2023-10-28 04:22:07,8.24,3.72
1613,2023-10-28 04:27:00,10.54,3.21
1614,2023-10-28 04:29:26,8.13,2.92
1615,2023-10-28 04:31:53,7.19,2.84
1616,2023-10-28 04:34:19,7.02,2.88
1617,2023-10-28 04:36:47,7.89,2.75
1618,2023-10-28 04:39:13,12.09,2.96
1619,2023-10-28 04:41:41,10.46,2.92
1620,2023-10-28 04:44:07,8.44,3.08
1621,2023-10-28 04:46:33,8.76,2.84
1622,2023-10-28 04:48:59,7.52,2.66
1623,2023-10-28 04:51:25,7.28,2.92
1624,2023-10-28 04:53:51,6.25,2.6
1625,2023-10-28 04:56:17,6.76,2.6
1626,2023-10-28 04:58:44,6.96,2.8
1627,2023-10-28 05:01:10,8.02,2.97
1628,2023-10-28 05:03:36,8.48,3.16
1629,2023-10-28 05:06:03,6.94,2.89
1630,2023-10-28 05:08:29,6.38,2.81
1631,2023-10-28 05:10:55,6.86,2.72
1632,2023-10-28 05:13:21,8.8,2.84
1633,2023-10-28 05:15:48,8.68,2.74
1634,2023-10-28 05:18:14,7.86,2.56
1635,2023-10-28 05:20:42,6.23,2.66
1636,2023-10-28 05:23:08,5.36,2.5
1637,2023-10-28 05:25:34,5.43,2.5
1638,2023-10-28 05:28:00,7.7,2.6
1639,2023-10-28 05:30:26,6.6,2.37
1640,2023-10-28 05:32:53,5.22,2.0
1641,2023-10-28 05:35:21,5.04,2.19
1642,2023-10-28 05:37:47,4.57,2.33
1643,2023-10-28 05:40:13,4.12,1.98
1644,2023-10-28 05:42:39,6.38,1.42
1645,2023-10-28 05:45:06,6.51,1.34
1646,2023-10-28 05:47:34,5.01,1.01
1647,2023-10-28 05:50:00,1.32,0.38
1648,2023-10-28 05:52:26,1.78,0.45
1649,2023-10-28 05:54:52,1.71,0.4
1650,2023-10-28 05:57:18,2.09,0.5
1651,2023-10-28 05:59:44,1.71,0.5
1652,2023-10-28 06:02:10,0.53,0.32
1653,2023-10-28 06:07:01,0.35,0.3
1654,2023-10-28 06:09:27,0.57,0.3
1655,2023-10-28 06:11:55,0.68,0.35
1656,2023-10-28 06:14:21,0.84,0.33
1657,2023-10-28 06:16:47,3.14,0.35
1658,2023-10-28 06:19:13,2.82,0.3
1659,2023-10-28 06:21:39,0.94,0.25
1660,2023-10-28 06:24:06,2.54,0.35
1661,2023-10-28 06:26:32,2.55,0.45
1662,2023-10-28 06:28:58,1.05,0.4
1663,2023-10-28 06:31:24,0.79,0.36
1664,2023-10-28 06:33:53,0.44,0.32
1665,2023-10-28 06:36:19,0.45,0.32
1666,2023-10-28 06:38:46,0.48,0.3
1667,2023-10-28 06:41:12,0.58,0.3
1668,2023-10-28 06:43:38,1.54,0.38
1669,2023-10-28 06:46:04,2.32,0.44
1670,2023-10-28 06:48:30,4.86,0.48
1671,2023-10-28 06:50:59,4.53,0.46
1672,2023-10-28 06:53:27,1.48,0.36
1673,2023-10-28 06:55:53,0.98,0.31
1674,2023-10-28 06:58:19,1.29,0.33
1675,2023-10-28 07:00:45,1.5,0.4
1676,2023-10-28 07:03:18,1.38,0.4
1677,2023-10-28 07:05:45,0.85,0.35
1678,2023-10-28 07:08:11,2.05,0.35
1679,2023-10-28 07:10:37,2.79,0.4
1680,2023-10-28 07:13:03,2.99,0.45
1681,2023-10-28 07:15:29,2.38,0.56
1682,2023-10-28 07:17:55,0.78,0.52
1683,2023-10-28 07:20:21,0.84,0.35
1684,2023-10-28 07:25:13,1.94,0.32
1685,2023-10-28 07:27:39,2.58,0.34
1686,2023-10-28 07:30:05,1.49,0.26
1687,2023-10-28 07:32:33,0.96,0.3
1688,2023-10-28 07:34:58,3.76,0.54
1689,2023-10-28 07:37:25,2.69,0.46
1690,2023-10-28 07:39:51,1.02,0.35
1691,2023-10-28 07:42:17,2.22,0.4
1692,2023-10-28 07:44:43,2.89,0.35
1693,2023-10-28 07:47:09,1.99,0.3
1694,2023-10-28 07:49:35,0.86,0.25
1695,2023-10-28 07:52:02,1.2,0.35
1696,2023-10-28 07:54:28,2.83,0.52
1697,2023-10-28 07:56:54,3.58,0.68
1698,2023-10-28 07:59:22,2.62,0.6
1699,2023-10-28 08:01:48,0.75,0.48
1700,2023-10-28 08:04:15,1.2,0.45
1701,2023-10-28 08:06:41,2.19,0.61
1702,2023-10-28 08:09:07,2.72,0.68
1703,2023-10-28 08:11:33,2.24,0.51
1704,2023-10-28 08:13:59,1.78,0.48
1705,2023-10-28 08:16:26,1.58,0.62
1706,2023-10-28 08:18:51,1.32,0.72
1707,2023-10-28 08:21:17,1.31,0.66
1708,2023-10-28 08:23:43,2.32,0.84
1709,2023-10-28 08:26:09,3.12,0.86
1710,2023-10-28 08:28:35,2.11,0.64
1711,2023-10-28 08:31:01,1.94,0.53
1712,2023-10-28 08:33:28,1.84,0.54
1713,2023-10-28 08:35:54,0.89,0.62
1714,2023-10-28 08:38:20,1.14,0.48
1715,2023-10-28 08:40:46,1.2,0.43
1716,2023-10-28 08:43:12,1.54,0.58
1717,2023-10-28 08:45:38,1.7,0.86
1718,2023-10-28 08:48:04,1.03,0.61
1719,2023-10-28 08:50:32,1.15,0.55
1720,2023-10-28 08:52:58,1.2,0.65
1721,2023-10-28 08:55:24,1.44,0.62
1722,2023-10-28 08:57:49,1.28,0.58
1723,2023-10-28 09:00:15,1.14,0.58
1724,2023-10-28 09:02:41,1.26,0.52
1725,2023-10-28 09:05:07,1.41,0.55
1726,2023-10-28 09:07:33,1.9,0.64
1727,2023-10-28 09:09:59,2.12,0.68
1728,2023-10-28 09:12:25,1.8,0.79
1729,2023-10-28 09:14:51,2.0,0.89
1730,2023-10-28 09:17:18,2.28,0.85
1731,2023-10-28 09:19:45,4.18,0.9
1732,2023-10-28 09:22:11,5.38,0.84
1733,2023-10-28 09:27:04,2.58,1.18
1734,2023-10-28 09:29:31,1.38,0.76
1735,2023-10-28 09:31:57,0.88,0.75
1736,2023-10-28 09:36:52,1.56,0.82
1737,2023-10-28 09:39:19,2.55,0.87
1738,2023-10-28 09:41:45,2.64,0.77
1739,2023-10-28 09:44:11,2.19,1.06
1740,2023-10-28 09:46:37,3.42,1.34
1741,2023-10-28 09:49:03,2.5,1.12
1742,2023-10-28 09:51:29,1.48,1.05
1743,2023-10-28 09:53:55,4.82,1.01
1744,2023-10-28 09:56:21,4.38,1.01
1745,2023-10-28 09:58:47,2.7,0.98
1746,2023-10-28 10:01:13,2.05,1.02
1747,2023-10-28 10:03:39,2.72,1.03
1748,2023-10-28 10:06:05,2.13,0.94
1749,2023-10-28 10:08:34,1.98,1.0
1750,2023-10-28 10:11:01,2.68,0.88
1751,2023-10-28 10:13:27,2.52,1.0
1752,2023-10-28 10:16:00,2.4,1.24
1753,2023-10-28 10:18:27,1.62,1.06
1754,2023-10-28 10:20:54,1.33,0.94
1755,2023-10-28 10:23:20,1.63,0.88
1756,2023-10-28 10:25:46,3.25,0.78
1757,2023-10-28 10:28:12,4.2,0.85
1758,2023-10-28 10:30:48,2.65,0.8
1759,2023-10-28 10:33:18,1.05,0.7
1760,2023-10-28 10:35:45,1.14,0.7
1761,2023-10-28 10:38:12,1.64,0.9
1762,2023-10-28 10:40:40,1.26,0.8
1763,2023-10-28 10:43:13,1.38,0.75
1764,2023-10-28 10:45:39,1.66,0.95
1765,2023-10-28 10:48:06,1.16,0.85
1766,2023-10-28 10:50:35,4.18,0.8
1767,2023-10-28 10:53:01,4.21,0.75
1768,2023-10-28 10:55:29,0.98,0.64
1769,2023-10-28 10:57:55,1.31,0.64
1770,2023-10-28 11:00:21,1.82,0.7
1771,2023-10-28 11:02:48,1.38,0.7
1772,2023-10-28 11:05:15,1.36,0.8
1773,2023-10-28 11:07:41,1.68,1.01
1774,2023-10-28 11:10:07,1.68,0.84
1775,2023-10-28 11:15:00,1.94,0.98
1776,2023-10-28 11:17:26,1.95,0.95
1777,2023-10-28 11:19:52,0.84,0.72
1778,2023-10-28 11:22:18,0.64,0.6
1779,2023-10-28 11:24:46,0.68,0.65
1780,2023-10-28 11:27:12,0.95,0.73
1781,2023-10-28 11:29:37,1.3,0.89
1782,2023-10-28 11:32:04,1.79,1.03
1783,2023-10-28 11:36:58,0.98,0.88
1784,2023-10-28 11:39:24,1.72,0.94
1785,2023-10-28 11:41:51,2.28,1.06
