sample,logged_at,pm10,pm25
606,2023-10-26 08:25:01,17.58,8.32
607,2023-10-26 08:27:30,18.79,8.29
608,2023-10-26 08:29:56,17.27,8.12
609,2023-10-26 08:32:22,16.84,8.6
610,2023-10-26 08:37:14,18.22,8.5
611,2023-10-26 08:39:39,19.78,9.44
612,2023-10-26 08:42:05,17.14,9.11
613,2023-10-26 08:44:31,16.99,8.46
614,2023-10-26 08:46:57,18.0,8.64
615,2023-10-26 08:49:24,17.34,8.75
616,2023-10-26 08:51:50,18.14,8.78
617,2023-10-26 08:54:16,17.39,8.73
618,2023-10-26 08:56:43,17.28,8.43
619,2023-10-26 08:59:09,16.99,8.56
620,2023-10-26 09:01:35,17.11,8.56
621,2023-10-26 09:04:01,18.05,9.02
622,2023-10-26 09:06:27,18.0,9.32
623,2023-10-26 09:08:54,18.0,9.01
624,2023-10-26 09:11:20,17.05,8.8
625,2023-10-26 09:13:46,16.02,8.78
626,2023-10-26 09:16:12,18.5,8.82
627,2023-10-26 09:18:40,17.24,7.78
628,2023-10-26 09:21:07,14.22,7.07
629,2023-10-26 09:23:33,14.56,7.51
630,2023-10-26 09:26:00,15.48,8.41
631,2023-10-26 09:30:53,17.17,8.04
632,2023-10-26 09:33:19,17.37,7.85
633,2023-10-26 09:35:45,16.96,7.95
634,2023-10-26 09:38:11,15.99,8.93
635,2023-10-26 09:40:37,16.09,8.86
636,2023-10-26 09:43:02,16.23,8.48
637,2023-10-26 09:45:28,15.94,8.48
638,2023-10-26 09:47:54,15.18,8.43
639,2023-10-26 09:50:20,14.6,8.15
640,2023-10-26 09:55:14,15.63,8.0
641,2023-10-26 09:57:41,16.92,8.65
642,2023-10-26 10:00:08,15.14,8.48
643,2023-10-26 10:02:34,16.01,8.14
644,2023-10-26 10:05:01,15.8,7.48
645,2023-10-26 10:07:28,14.7,7.44
646,2023-10-26 10:09:56,15.99,7.68
647,2023-10-26 10:12:22,19.05,8.53
648,2023-10-26 10:14:49,19.83,9.41
649,2023-10-26 10:17:19,18.18,8.95
650,2023-10-26 10:19:45,16.4,8.28
651,2023-10-26 10:22:11,19.1,8.71
652,2023-10-26 10:24:37,19.13,8.59
653,2023-10-26 10:27:03,15.99,8.04
654,2023-10-26 10:29:30,14.43,7.76
655,2023-10-26 10:31:56,16.02,7.77
656,2023-10-26 10:34:22,16.08,7.58
657,2023-10-26 10:39:14,16.16,8.02
658,2023-10-26 10:41:40,15.4,8.18
659,2023-10-26 10:44:06,15.4,8.07
660,2023-10-26 10:46:32,13.82,7.62
661,2023-10-26 10:48:58,13.12,7.56
662,2023-10-26 10:51:24,13.05,7.67
663,2023-10-26 10:53:50,13.66,7.44
664,2023-10-26 10:56:16,13.94,7.39
665,2023-10-26 10:58:42,12.06,7.03
666,2023-10-26 11:01:11,11.84,6.54
667,2023-10-26 11:03:37,13.88,6.88
668,2023-10-26 11:06:04,13.96,6.8
669,2023-10-26 11:11:08,15.06,6.62
670,2023-10-26 11:13:35,12.98,6.78
671,2023-10-26 11:16:01,14.59,7.14
672,2023-10-26 11:20:54,10.99,6.44
673,2023-10-26 11:23:21,11.27,6.5
674,2023-10-26 11:25:47,13.54,7.04
675,2023-10-26 11:28:13,12.09,6.08
676,2023-10-26 11:30:40,9.06,4.96
677,2023-10-26 11:33:06,9.39,5.04
678,2023-10-26 11:35:32,11.24,5.03
679,2023-10-26 11:37:58,10.59,5.15
680,2023-10-26 11:40:24,9.89,5.04
681,2023-10-26 11:42:50,9.96,4.3
682,2023-10-26 11:45:23,8.96,4.24
683,2023-10-26 11:47:51,73.24,44.18
684,2023-10-26 11:50:19,72.92,44.08
685,2023-10-26 11:55:11,8.75,4.29
686,2023-10-26 11:57:47,9.31,4.3
687,2023-10-26 12:00:14,8.57,4.44
688,2023-10-26 12:05:06,9.57,4.35
689,2023-10-26 12:07:33,8.73,4.34
690,2023-10-26 12:10:00,6.88,4.26
691,2023-10-26 12:12:26,8.66,4.26
692,2023-10-26 12:15:04,8.6,4.18
693,2023-10-26 12:17:31,7.31,3.96
694,2023-10-26 12:19:58,7.96,4.01
695,2023-10-26 12:22:57,7.68,4.15
696,2023-10-26 12:25:16,9.4,4.31
697,2023-10-26 12:27:43,8.78,4.19
698,2023-10-26 12:30:25,7.56,4.16
699,2023-10-26 12:32:52,8.09,4.28
700,2023-10-26 12:35:28,7.3,4.22
701,2023-10-26 12:37:55,8.09,4.42
702,2023-10-26 12:40:21,7.79,4.42
703,2023-10-26 12:42:50,7.98,4.46
704,2023-10-26 12:45:16,8.75,4.24
705,2023-10-26 12:47:43,8.6,4.44
706,2023-10-26 12:50:10,8.95,4.66
707,2023-10-26 12:52:37,9.27,4.54
708,2023-10-26 12:55:05,9.91,4.88
709,2023-10-26 12:57:37,9.41,4.94
710,2023-10-26 13:00:10,9.96,5.62
711,2023-10-26 13:02:36,10.78,6.12
712,2023-10-26 13:05:02,10.1,5.5
713,2023-10-26 13:08:02,10.15,5.54
714,2023-10-26 13:10:21,9.68,5.54
715,2023-10-26 13:12:51,10.04,5.62
716,2023-10-26 13:15:17,11.08,5.66
717,2023-10-26 13:18:04,11.19,5.3
718,2023-10-26 13:20:32,9.46,5.12
719,2023-10-26 13:22:59,7.78,5.25
720,2023-10-26 13:28:16,7.57,4.28
721,2023-10-26 13:30:52,8.5,4.25
722,2023-10-26 13:33:27,9.18,4.46
723,2023-10-26 13:38:19,9.18,5.13
724,2023-10-26 13:43:31,8.0,5.2
725,2023-10-26 13:46:08,8.75,5.12
726,2023-10-26 13:48:34,8.85,4.66
727,2023-10-26 13:51:01,8.74,4.78
728,2023-10-26 13:53:27,8.8,5.28
729,2023-10-26 13:55:54,9.15,5.05
730,2023-10-26 13:58:20,9.94,4.62
731,2023-10-26 14:00:46,9.71,4.54
732,2023-10-26 14:03:21,9.28,4.68
733,2023-10-26 14:05:47,8.68,4.38
734,2023-10-26 14:08:13,9.72,4.5
735,2023-10-26 14:10:40,11.0,4.89
736,2023-10-26 14:13:06,10.23,5.28
737,2023-10-26 14:15:38,9.56,5.38
738,2023-10-26 14:18:05,8.28,4.82
739,2023-10-26 14:20:36,8.09,5.12
740,2023-10-26 14:23:06,10.76,5.48
741,2023-10-26 14:25:33,9.89,5.3
742,2023-10-26 14:27:59,8.16,5.01
743,2023-10-26 14:30:25,9.54,4.94
744,2023-10-26 14:35:17,6.83,4.09
745,2023-10-26 14:37:48,7.13,4.3
746,2023-10-26 14:40:14,8.35,4.69
747,2023-10-26 14:45:21,7.93,5.0
748,2023-10-26 14:48:01,8.78,5.1
749,2023-10-26 14:50:27,9.24,5.4
750,2023-10-26 14:53:02,10.14,5.25
751,2023-10-26 14:55:29,12.16,4.82
752,2023-10-26 14:57:57,10.92,4.78
753,2023-10-26 15:00:24,8.75,4.84
754,2023-10-26 15:02:52,8.65,4.8
755,2023-10-26 15:05:19,9.52,5.03
756,2023-10-26 15:07:48,9.6,5.22
757,2023-10-26 15:10:18,9.19,4.93
758,2023-10-26 15:12:44,9.34,5.14
759,2023-10-26 15:15:11,8.98,5.44
760,2023-10-26 15:17:37,8.32,5.27
761,2023-10-26 15:20:03,8.16,5.3
762,2023-10-26 15:22:30,8.46,5.22
763,2023-10-26 15:27:22,9.57,5.22
764,2023-10-26 15:29:48,11.31,5.14
765,2023-10-26 15:32:15,10.8,4.91
766,2023-10-26 15:34:40,9.57,4.64
767,2023-10-26 15:37:07,9.13,4.64
768,2023-10-26 15:39:33,9.51,5.14
769,2023-10-26 15:41:59,12.0,5.84
770,2023-10-26 15:44:25,11.24,5.85
771,2023-10-26 15:46:51,8.74,5.38
772,2023-10-26 15:49:18,9.39,5.47
773,2023-10-26 15:51:44,10.88,5.5
774,2023-10-26 15:54:12,10.15,5.28
775,2023-10-26 15:56:37,8.65,5.06
776,2023-10-26 15:59:03,9.3,5.26
777,2023-10-26 16:01:29,9.95,5.41
778,2023-10-26 16:03:55,10.74,5.92
779,2023-10-26 16:06:22,9.64,5.63
780,2023-10-26 16:11:13,12.58,5.46
781,2023-10-26 16:13:40,12.1,5.99
782,2023-10-26 16:16:06,13.69,7.34
783,2023-10-26 16:18:36,13.84,7.29
784,2023-10-26 16:21:02,10.42,6.44
785,2023-10-26 16:23:29,12.48,7.03
786,2023-10-26 16:25:55,13.8,6.96
787,2023-10-26 16:28:21,14.54,7.58
788,2023-10-26 16:30:47,13.68,7.64
789,2023-10-26 16:33:13,14.7,7.8
790,2023-10-26 16:35:40,15.6,7.59
791,2023-10-26 16:38:06,12.69,7.18
792,2023-10-26 16:40:39,11.44,7.55
793,2023-10-26 16:43:05,13.42,7.42
794,2023-10-26 16:45:31,15.32,7.25
795,2023-10-26 16:47:57,16.22,7.82
796,2023-10-26 16:52:56,14.1,8.14
797,2023-10-26 16:55:22,14.15,8.68
798,2023-10-26 16:57:49,13.75,8.59
799,2023-10-26 17:00:15,15.35,8.55
800,2023-10-26 17:02:41,16.36,8.82
801,2023-10-26 17:05:08,13.64,8.0
802,2023-10-26 17:07:35,13.76,7.59
803,2023-10-26 17:10:01,15.0,7.89
804,2023-10-26 17:12:29,15.49,8.32
805,2023-10-26 17:14:55,15.33,7.84
806,2023-10-26 17:17:22,14.8,8.34
807,2023-10-26 17:19:48,18.42,9.52
808,2023-10-26 17:22:14,17.57,9.53
809,2023-10-26 17:24:40,16.74,9.66
810,2023-10-26 17:27:07,18.2,10.16
811,2023-10-26 17:29:33,17.96,10.31
812,2023-10-26 17:31:59,17.04,9.76
813,2023-10-26 17:34:25,16.98,10.06
814,2023-10-26 17:36:54,17.45,10.72
815,2023-10-26 17:39:20,18.46,10.82
816,2023-10-26 17:41:46,19.34,11.09
817,2023-10-26 17:44:12,19.05,11.02
818,2023-10-26 17:46:39,21.52,11.74
819,2023-10-26 17:49:05,28.58,14.46
820,2023-10-26 17:51:31,33.11,17.24
821,2023-10-26 17:53:57,36.42,17.96
822,2023-10-26 17:56:23,39.04,17.73
823,2023-10-26 17:58:49,36.4,18.1
824,2023-10-26 18:01:19,38.06,19.05
825,2023-10-26 18:03:45,39.7,20.14
826,2023-10-26 18:06:11,38.32,20.94
827,2023-10-26 18:08:37,38.34,22.72
828,2023-10-26 18:11:04,39.86,21.48
829,2023-10-26 18:13:30,39.9,19.68
830,2023-10-26 18:15:59,36.38,19.05
831,2023-10-26 18:18:26,34.03,18.61
832,2023-10-26 18:20:52,32.85,17.7
833,2023-10-26 18:23:18,35.72,18.79
834,2023-10-26 18:25:44,38.55,20.5
835,2023-10-26 18:28:10,36.09,18.91
836,2023-10-26 18:30:37,33.4,17.78
837,2023-10-26 18:33:03,29.5,16.71
838,2023-10-26 18:35:30,27.7,15.61
839,2023-10-26 18:37:56,30.42,17.15
840,2023-10-26 18:40:22,32.59,17.81
841,2023-10-26 18:42:48,31.9,17.26
842,2023-10-26 18:45:14,32.55,17.73
843,2023-10-26 18:47:40,31.84,18.44
844,2023-10-26 18:50:07,31.38,18.33
845,2023-10-26 18:52:33,33.42,17.21
846,2023-10-26 18:57:25,32.26,16.66
847,2023-10-26 18:59:51,29.14,16.16
848,2023-10-26 19:02:18,28.11,15.72
849,2023-10-26 19:07:09,27.91,15.6
850,2023-10-26 19:09:35,26.92,15.11
851,2023-10-26 19:12:02,26.24,14.88
852,2023-10-26 19:14:28,27.64,14.92
853,2023-10-26 19:16:54,26.12,14.82
854,2023-10-26 19:19:20,27.99,14.73
855,2023-10-26 19:21:47,28.12,14.86
856,2023-10-26 19:24:13,26.86,15.64
857,2023-10-26 19:26:40,29.78,16.58
858,2023-10-26 19:29:06,32.26,17.78
859,2023-10-26 19:31:33,35.14,18.52
860,2023-10-26 19:33:59,32.81,18.7
861,2023-10-26 19:36:25,31.56,18.96
862,2023-10-26 19:38:51,32.0,18.51
863,2023-10-26 19:41:18,32.97,19.13
864,2023-10-26 19:43:45,35.92,19.73
865,2023-10-26 19:46:10,34.94,19.22
866,2023-10-26 19:48:40,31.72,18.9
867,2023-10-26 19:51:08,31.74,18.6
868,2023-10-26 19:53:34,32.8,18.35
869,2023-10-26 19:56:01,30.55,17.52
870,2023-10-26 19:58:27,28.58,16.45
871,2023-10-26 20:03:20,29.43,16.48
872,2023-10-26 20:05:47,29.28,16.3
873,2023-10-26 20:08:13,26.53,15.08
874,2023-10-26 20:10:39,27.99,15.21
875,2023-10-26 20:13:05,28.74,15.78
876,2023-10-26 20:15:35,25.88,15.38
877,2023-10-26 20:18:01,24.56,14.46
878,2023-10-26 20:20:27,25.62,14.85
879,2023-10-26 20:22:53,26.12,15.09
880,2023-10-26 20:25:19,27.18,15.3
881,2023-10-26 20:27:45,28.55,15.36
882,2023-10-26 20:30:11,27.58,14.49
883,2023-10-26 20:32:38,26.48,14.36
884,2023-10-26 20:35:04,27.42,14.65
885,2023-10-26 20:37:30,26.5,14.71
886,2023-10-26 20:39:57,23.78,14.58
887,2023-10-26 20:42:23,23.64,14.48
888,2023-10-26 20:44:49,24.83,15.43
889,2023-10-26 20:47:15,24.6,15.16
890,2023-10-26 20:49:41,24.39,15.06
891,2023-10-26 20:52:07,27.59,16.0
892,2023-10-26 20:54:33,28.6,15.98
893,2023-10-26 20:56:59,29.05,15.54
894,2023-10-26 20:59:25,31.0,15.98
895,2023-10-26 21:01:52,30.46,16.19
896,2023-10-26 21:04:17,27.89,15.75
897,2023-10-26 21:06:43,25.28,15.76
898,2023-10-26 21:09:09,25.77,15.79
899,2023-10-26 21:11:38,27.58,16.18
900,2023-10-26 21:14:04,28.52,16.01
901,2023-10-26 21:16:30,27.64,15.26
902,2023-10-26 21:18:56,26.56,15.25
903,2023-10-26 21:21:24,26.18,15.42
904,2023-10-26 21:23:50,28.22,15.98
905,2023-10-26 21:26:16,31.05,16.58
906,2023-10-26 21:31:15,27.78,15.92
907,2023-10-26 21:33:43,26.95,15.6
908,2023-10-26 21:36:10,24.88,15.02
909,2023-10-26 21:38:37,25.38,15.45
910,2023-10-26 21:41:03,26.31,15.46
911,2023-10-26 21:43:29,26.06,15.36
912,2023-10-26 21:45:59,24.8,14.92
913,2023-10-26 21:48:33,25.28,14.94
914,2023-10-26 21:51:01,25.06,15.18
915,2023-10-26 21:53:27,24.3,14.82
916,2023-10-26 21:55:53,27.13,15.78
917,2023-10-26 21:58:21,29.14,16.91
918,2023-10-26 22:00:48,29.69,16.94
919,2023-10-26 22:03:15,28.18,16.16
920,2023-10-26 22:05:42,26.12,16.22
921,2023-10-26 22:08:09,27.48,17.06
922,2023-10-26 22:10:35,29.95,17.24
923,2023-10-26 22:13:02,28.94,16.6
924,2023-10-26 22:15:28,29.73,17.14
925,2023-10-26 22:17:55,30.65,17.84
926,2023-10-26 22:20:21,29.3,17.8
927,2023-10-26 22:22:47,30.67,18.04
928,2023-10-26 22:25:17,31.33,18.6
929,2023-10-26 22:27:44,31.33,18.97
930,2023-10-26 22:30:12,33.74,18.9
931,2023-10-26 22:32:38,34.48,19.04
932,2023-10-26 22:35:04,33.88,19.15
933,2023-10-26 22:37:31,35.52,19.8
934,2023-10-26 22:39:57,37.14,20.52
935,2023-10-26 22:42:23,36.06,20.24
936,2023-10-26 22:44:49,35.28,20.92
937,2023-10-26 22:47:15,35.94,21.14
938,2023-10-26 22:49:41,37.94,21.56
939,2023-10-26 22:52:07,39.25,22.25
940,2023-10-26 22:57:03,42.05,23.46
941,2023-10-26 22:59:29,42.32,23.66
942,2023-10-26 23:01:55,41.17,23.36
943,2023-10-26 23:04:21,40.5,22.99
944,2023-10-26 23:06:47,40.72,22.05
945,2023-10-26 23:09:13,38.62,20.75
946,2023-10-26 23:11:39,36.48,19.51
947,2023-10-26 23:14:05,36.36,20.05
948,2023-10-26 23:16:32,33.68,19.94
949,2023-10-26 23:18:58,32.25,18.73
950,2023-10-26 23:21:31,33.55,18.1
951,2023-10-26 23:23:57,32.94,18.1
952,2023-10-26 23:26:23,33.06,17.96
953,2023-10-26 23:28:49,31.8,16.88
954,2023-10-26 23:31:15,31.82,17.21
955,2023-10-26 23:33:41,32.45,17.45
956,2023-10-26 23:36:07,29.84,16.43
957,2023-10-26 23:38:33,28.94,16.82
958,2023-10-26 23:40:59,31.96,17.84
959,2023-10-26 23:43:25,32.46,17.16
960,2023-10-26 23:45:59,30.58,16.92
961,2023-10-26 23:48:26,30.48,17.82
962,2023-10-26 23:50:55,31.72,18.3
963,2023-10-26 23:53:21,31.22,17.98
964,2023-10-26 23:55:47,31.24,17.42
965,2023-10-26 23:58:22,31.93,17.23
966,2023-10-27 00:00:48,30.98,17.46
967,2023-10-27 00:03:15,33.98,18.68
968,2023-10-27 00:05:40,34.62,18.5
969,2023-10-27 00:08:07,33.26,18.1
970,2023-10-27 00:10:35,33.75,17.92
971,2023-10-27 00:13:01,32.52,17.04
972,2023-10-27 00:15:27,33.7,17.3
973,2023-10-27 00:17:53,30.79,16.64
974,2023-10-27 00:20:19,30.01,16.59
975,2023-10-27 00:22:45,32.46,16.98
976,2023-10-27 00:25:12,32.77,17.0
977,2023-10-27 00:27:38,33.33,17.15
978,2023-10-27 00:30:04,34.7,17.13
979,2023-10-27 00:32:30,32.65,16.41
980,2023-10-27 00:34:56,29.06,15.42
981,2023-10-27 00:37:23,28.42,15.44
982,2023-10-27 00:39:48,26.99,15.48
983,2023-10-27 00:42:15,24.2,13.98
984,2023-10-27 00:44:41,24.16,12.7
985,2023-10-27 00:47:07,24.34,13.02
986,2023-10-27 00:49:33,23.18,13.49
987,2023-10-27 00:51:59,23.46,13.79
988,2023-10-27 00:54:25,22.75,13.3
989,2023-10-27 00:56:51,24.55,13.82
990,2023-10-27 00:59:17,24.08,13.78
991,2023-10-27 01:01:43,23.62,14.06
992,2023-10-27 01:04:09,24.66,14.11
993,2023-10-27 01:06:37,23.08,13.06
994,2023-10-27 01:09:03,21.54,12.82
995,2023-10-27 01:11:30,21.56,13.26
996,2023-10-27 01:13:56,21.2,12.92
997,2023-10-27 01:16:22,22.74,12.76
998,2023-10-27 01:18:48,24.98,13.2
999,2023-10-27 01:21:14,24.98,13.13
1000,2023-10-27 01:23:40,24.23,13.54
1001,2023-10-27 01:26:06,23.52,13.77
1002,2023-10-27 01:28:32,24.05,13.8
1003,2023-10-27 01:30:59,24.94,14.4
1004,2023-10-27 01:33:25,25.03,15.0
1005,2023-10-27 01:35:51,27.66,14.92
1006,2023-10-27 01:38:18,27.83,14.08
1007,2023-10-27 01:40:45,26.55,14.32
1008,2023-10-27 01:43:11,25.25,14.2
1009,2023-10-27 01:45:37,24.39,14.09
1010,2023-10-27 01:48:03,26.76,13.95
1011,2023-10-27 01:50:29,27.94,14.09
1012,2023-10-27 01:52:55,27.88,14.68
1013,2023-10-27 01:55:21,24.88,14.23
1014,2023-10-27 01:57:47,25.84,14.04
1015,2023-10-27 02:00:13,27.32,13.95
1016,2023-10-27 02:02:39,25.49,13.9
1017,2023-10-27 02:05:05,25.99,13.98
1018,2023-10-27 02:07:32,26.38,13.62
1019,2023-10-27 02:09:58,28.84,14.56
1020,2023-10-27 02:12:25,26.84,14.19
1021,2023-10-27 02:17:17,24.83,13.51
1022,2023-10-27 02:19:43,25.88,13.68
1023,2023-10-27 02:22:09,26.26,13.96
1024,2023-10-27 02:24:36,25.76,14.17
1025,2023-10-27 02:27:03,24.95,14.04
1026,2023-10-27 02:29:29,24.74,13.88
1027,2023-10-27 02:31:55,25.78,14.16
1028,2023-10-27 02:34:21,25.98,14.02
1029,2023-10-27 02:36:47,27.4,14.44
1030,2023-10-27 02:39:13,27.72,14.42
1031,2023-10-27 02:41:40,24.89,13.83
1032,2023-10-27 02:44:06,26.95,14.08
1033,2023-10-27 02:46:32,26.94,14.46
1034,2023-10-27 02:51:24,24.85,14.24
1035,2023-10-27 02:53:50,25.14,13.96
1036,2023-10-27 02:56:16,25.53,13.05
1037,2023-10-27 02:58:42,24.25,13.0
1038,2023-10-27 03:01:08,24.42,13.69
1039,2023-10-27 03:03:35,23.98,13.12
1040,2023-10-27 03:06:02,24.38,12.91
1041,2023-10-27 03:10:54,23.61,12.58
1042,2023-10-27 03:13:20,25.64,13.23
1043,2023-10-27 03:15:46,28.36,15.04
1044,2023-10-27 03:18:12,23.27,13.77
1045,2023-10-27 03:20:39,23.5,13.17
1046,2023-10-27 03:23:05,26.89,14.06
1047,2023-10-27 03:25:31,27.76,13.39
1048,2023-10-27 03:27:57,26.44,12.24
1049,2023-10-27 03:30:23,24.74,12.35
1050,2023-10-27 03:32:49,23.32,12.51
1051,2023-10-27 03:35:15,22.53,12.42
1052,2023-10-27 03:37:41,23.08,12.79
1053,2023-10-27 03:40:07,23.74,13.66
1054,2023-10-27 03:42:33,25.21,15.56
1055,2023-10-27 03:44:59,27.25,16.02
1056,2023-10-27 03:47:26,28.07,15.68
1057,2023-10-27 03:49:53,32.92,16.8
1058,2023-10-27 03:52:20,36.47,18.8
1059,2023-10-27 03:57:15,33.97,16.8
1060,2023-10-27 03:59:41,32.18,15.85
1061,2023-10-27 04:02:07,31.84,15.5
1062,2023-10-27 04:04:34,36.78,16.76
1063,2023-10-27 04:07:01,37.02,17.0
1064,2023-10-27 04:09:27,34.98,16.83
1065,2023-10-27 04:11:53,29.54,16.07
1066,2023-10-27 04:14:19,28.66,15.74
1067,2023-10-27 04:16:45,27.28,14.57
1068,2023-10-27 04:19:11,27.27,14.41
1069,2023-10-27 04:21:37,22.78,12.34
1070,2023-10-27 04:24:03,19.66,10.4
1071,2023-10-27 04:26:30,19.27,9.98
1072,2023-10-27 04:31:22,18.96,10.43
1073,2023-10-27 04:33:49,18.96,10.11
1074,2023-10-27 04:36:15,18.51,9.66
1075,2023-10-27 04:41:07,19.16,9.62
1076,2023-10-27 04:43:33,18.09,9.04
1077,2023-10-27 04:45:59,15.48,8.15
1078,2023-10-27 04:48:25,15.17,8.12
1079,2023-10-27 04:50:51,17.28,9.02
1080,2023-10-27 04:53:17,17.39,9.15
1081,2023-10-27 04:55:43,16.83,9.2
1082,2023-10-27 04:58:09,19.48,9.44
1083,2023-10-27 05:00:35,19.24,9.3
1084,2023-10-27 05:03:01,16.19,8.58
1085,2023-10-27 05:05:27,16.28,8.92
1086,2023-10-27 05:07:53,14.76,9.25
1087,2023-10-27 05:10:19,15.3,9.14
1088,2023-10-27 05:12:45,16.65,8.75
1089,2023-10-27 05:15:11,16.24,8.88
1090,2023-10-27 05:17:38,15.14,9.44
1091,2023-10-27 05:20:05,14.72,9.56
1092,2023-10-27 05:24:57,18.15,9.07
1093,2023-10-27 05:27:23,17.71,9.06
1094,2023-10-27 05:29:49,17.8,9.26
1095,2023-10-27 05:32:15,18.84,9.59
1096,2023-10-27 05:34:41,18.34,9.91
1097,2023-10-27 05:37:07,18.92,9.93
1098,2023-10-27 05:39:33,18.45,10.28
1099,2023-10-27 05:41:59,18.16,9.78
1100,2023-10-27 05:44:25,19.59,9.46
1101,2023-10-27 05:46:52,21.12,10.09
1102,2023-10-27 05:49:18,19.71,10.23
1103,2023-10-27 05:51:44,19.8,10.62
1104,2023-10-27 05:54:10,21.22,10.74
1105,2023-10-27 05:56:36,18.8,10.24
1106,2023-10-27 05:59:02,19.1,9.62
1107,2023-10-27 06:01:30,18.53,9.75
1108,2023-10-27 06:03:56,18.67,10.78
1109,2023-10-27 06:06:22,19.84,10.72
1110,2023-10-27 06:08:48,20.42,10.66
1111,2023-10-27 06:11:15,19.28,10.59
1112,2023-10-27 06:13:41,20.66,10.61
1113,2023-10-27 06:16:07,26.84,11.2
1114,2023-10-27 06:18:33,25.15,10.92
1115,2023-10-27 06:21:00,21.48,10.36
1116,2023-10-27 06:23:29,25.4,11.01
1117,2023-10-27 06:25:55,23.55,10.86
1118,2023-10-27 06:28:23,22.49,11.08
1119,2023-10-27 06:30:49,19.81,10.91
1120,2023-10-27 06:33:16,20.13,10.96
1121,2023-10-27 06:35:42,19.74,10.52
1122,2023-10-27 06:38:09,17.62,9.41
1123,2023-10-27 06:43:02,19.62,11.04
1124,2023-10-27 06:45:28,19.73,10.53
1125,2023-10-27 06:47:54,21.92,10.28
1126,2023-10-27 06:50:20,22.09,10.45
1127,2023-10-27 06:52:46,20.64,10.42
1128,2023-10-27 06:55:12,20.74,10.51
1129,2023-10-27 06:57:39,19.19,10.69
1130,2023-10-27 07:00:06,19.1,11.25
1131,2023-10-27 07:02:33,19.84,11.25
1132,2023-10-27 07:04:59,21.14,11.82
1133,2023-10-27 07:07:26,24.7,13.19
1134,2023-10-27 07:09:52,23.96,13.24
1135,2023-10-27 07:12:18,24.35,13.21
1136,2023-10-27 07:14:44,25.58,13.05
1137,2023-10-27 07:17:10,23.98,13.11
1138,2023-10-27 07:19:36,24.56,13.31
1139,2023-10-27 07:22:02,26.6,13.2
1140,2023-10-27 07:24:28,29.78,14.49
1141,2023-10-27 07:29:20,28.19,14.19
1142,2023-10-27 07:31:46,31.04,14.38
1143,2023-10-27 07:34:12,30.24,14.88
1144,2023-10-27 07:36:39,28.19,14.74
1145,2023-10-27 07:39:05,29.75,14.2
1146,2023-10-27 07:41:32,31.86,14.66
1147,2023-10-27 07:43:58,31.89,15.22
1148,2023-10-27 07:46:24,30.26,15.16
1149,2023-10-27 07:48:50,29.04,14.28
1150,2023-10-27 07:51:16,30.11,14.38
1151,2023-10-27 07:53:42,29.21,14.4
1152,2023-10-27 07:56:08,25.98,14.3
1153,2023-10-27 07:58:34,26.98,14.76
1154,2023-10-27 08:01:00,26.71,14.07
1155,2023-10-27 08:03:27,25.49,13.42
1156,2023-10-27 08:05:53,28.7,14.08
1157,2023-10-27 08:08:19,28.02,14.18
1158,2023-10-27 08:10:45,24.63,13.84
1159,2023-10-27 08:13:12,26.45,14.04
1160,2023-10-27 08:15:38,30.08,14.95
1161,2023-10-27 08:18:04,31.0,15.44
1162,2023-10-27 08:23:03,28.5,14.3
1163,2023-10-27 08:25:29,25.72,14.69
1164,2023-10-27 08:27:55,26.45,14.72
1165,2023-10-27 08:30:21,28.34,13.42
1166,2023-10-27 08:32:47,27.12,13.88
1167,2023-10-27 08:35:13,28.1,14.54
1168,2023-10-27 08:37:39,27.06,14.69
1169,2023-10-27 08:40:05,26.8,14.24
1170,2023-10-27 08:42:31,29.01,15.15
1171,2023-10-27 08:44:57,29.08,15.72
1172,2023-10-27 08:47:23,31.64,16.53
1173,2023-10-27 08:49:49,32.36,17.0
1174,2023-10-27 08:52:15,33.53,17.42
1175,2023-10-27 08:54:41,42.1,19.73
1176,2023-10-27 08:57:08,42.45,19.96
1177,2023-10-27 08:59:35,44.78,20.45
1178,2023-10-27 09:02:01,41.75,20.19
1179,2023-10-27 09:04:27,41.36,20.82
1180,2023-10-27 09:09:19,37.89,19.99
1181,2023-10-27 09:11:45,32.84,18.72
1182,2023-10-27 09:14:11,33.75,18.7
1183,2023-10-27 09:16:37,36.8,18.42
1184,2023-10-27 09:19:03,32.97,17.36
1185,2023-10-27 09:21:29,29.58,17.22
1186,2023-10-27 09:23:55,35.28,18.35
1187,2023-10-27 09:26:21,31.99,15.56
1188,2023-10-27 09:28:48,43.06,15.38
1189,2023-10-27 09:31:14,37.39,15.43
1190,2023-10-27 09:33:39,25.48,14.4
1191,2023-10-27 09:36:06,55.1,18.02
1192,2023-10-27 09:38:32,1042.59,511.35
1193,2023-10-27 09:45:50,1012.06,510.94
1194,2023-10-27 09:48:16,125.15,52.99
1195,2023-10-27 09:50:42,1112.99,541.95
1196,2023-10-27 09:53:08,1408.62,694.6
1197,2023-10-27 10:10:13,1099.16,567.26
1198,2023-10-27 10:15:05,1081.99,574.08
1199,2023-10-27 10:17:31,1476.78,728.32
1200,2023-10-27 10:19:57,1476.78,728.32
1201,2023-10-27 10:22:23,1651.16,818.85
1202,2023-10-27 10:46:45,1010.02,506.04
1203,2023-10-27 10:49:12,679.73,340.99
