sample_index,pm25_ugm3,pm10_ugm3
1354,6.0,17.7
1355,5.9,17.3
1356,6.0,18.5
1357,6.0,18.5
1358,6.0,18.5
1359,6.0,18.6
1360,6.0,18.7
1361,6.0,18.5
1362,6.0,18.3
1363,6.0,18.3
1364,5.9,18.2
1365,5.8,18.7
1366,5.8,18.7
1367,5.8,17.9
1368,5.6,17.0
1369,5.5,16.5
1370,5.5,16.4
1371,5.3,15.7
1372,5.0,15.3
1373,4.7,15.0
1374,4.3,10.9
1375,4.0,9.5
1376,3.7,9.4
1377,3.4,9.4
1378,3.2,8.9
1379,3.0,8.6
1380,2.8,8.3
1381,2.7,8.1
1382,2.6,8.1
1383,2.6,8.3
1384,2.6,7.5
1385,2.6,7.6
1386,2.6,6.3
1387,2.6,6.3
1388,2.5,6.2
1389,2.5,6.0
1390,2.5,6.0
1391,2.4,5.9
1392,2.3,5.5
1393,2.3,6.0
1394,2.3,6.0
1395,2.3,5.4
1396,2.3,6.1
1397,2.3,6.0
1398,2.3,6.9
1399,2.3,6.9
1400,2.3,7.5
1401,2.4,9.5
1402,2.4,9.5
1403,2.4,9.1
1404,2.4,9.1
1405,2.4,9.5
1406,2.4,10.2
1407,2.4,9.8
1408,2.4,12.0
1409,2.4,12.3
1410,2.5,12.4
1411,2.5,13.7
1412,2.4,13.8
1413,2.4,13.7
1414,2.4,19.0
1415,2.4,19.7
1416,2.4,19.7
1417,2.4,20.0
1418,2.4,20.0
1419,2.5,20.5
1420,2.5,20.5
1421,2.4,20.5
1422,2.5,20.5
1423,2.5,22.5
1424,2.5,22.6
1425,2.5,22.7
1426,2.4,21.9
1427,2.5,21.9
1428,2.5,21.8
1429,2.5,21.9
1430,2.5,22.2
1431,2.4,20.7
1432,2.4,20.7
1433,2.4,20.8
1434,2.4,21.0
1435,2.4,20.5
1436,2.4,19.3
1437,2.4,19.4
1438,2.4,17.1
1439,2.4,17.9
1440,2.4,17.9
1441,2.3,17.1
1442,2.3,16.5
1443,2.4,17.3
1444,2.4,12.0
1445,2.4,11.2
1446,2.4,11.3
1447,2.4,11.4
1448,2.4,11.4
1449,2.3,11.6
1450,2.3,11.6
1451,2.3,12.6
1452,2.3,12.7
1453,2.4,11.1
1454,2.4,11.1
1455,2.4,11.0
1456,2.5,11.2
1457,2.5,11.2
1458,2.5,11.7
1459,2.5,11.6
1460,2.4,10.6
1461,2.4,10.3
1462,2.4,10.3
1463,2.4,10.4
1464,2.5,10.2
1465,2.5,10.3
1466,2.5,10.3
1467,2.5,10.3
1468,2.4,10.2
1469,2.5,9.2
1470,2.4,9.4
1471,2.4,9.0
1472,2.4,9.0
1473,2.3,8.1
1474,2.3,8.4
1475,2.3,8.6
1476,2.3,10.1
1477,2.3,11.9
1478,2.3,14.2
1479,2.3,13.9
1480,2.4,16.0
1481,2.4,15.0
1482,2.4,15.4
1483,2.3,15.6
1484,2.3,16.2
1485,2.3,16.2
1486,2.3,16.9
1487,2.4,18.2
1488,2.4,17.3
1489,2.4,17.3
1490,2.4,18.0
1491,2.4,17.6
1492,2.4,17.6
1493,2.4,17.5
1494,2.3,17.5
1495,2.3,18.2
1496,2.3,18.1
1497,2.3,18.2
1498,2.3,18.9
1499,2.3,18.9
1500,2.4,19.0
1501,2.5,19.9
1502,2.5,20.0
1503,2.5,22.1
1504,2.5,22.4
1505,2.5,23.4
1506,2.5,22.4
1507,2.5,21.6
1508,2.5,20.0
1509,2.4,19.5
1510,2.4,17.5
1511,2.4,17.4
1512,2.3,17.2
1513,2.4,16.0
1514,2.4,18.1
1515,2.4,18.0
1516,2.4,18.3
1517,2.4,17.0
1518,2.3,16.8
1519,2.3,17.7
1520,2.3,17.1
1521,2.3,17.1
1522,2.3,17.1
1523,2.3,17.0
1524,2.3,16.9
1525,2.3,16.2
1526,2.3,16.2
1527,2.3,16.8
1528,2.2,16.1
1529,2.2,16.1
1530,2.2,15.5
1531,2.1,15.1
1532,2.1,15.1
1533,2.0,13.1
1534,2.0,12.4
1535,1.9,11.2
1536,1.9,10.6
1537,1.9,10.7
1538,1.9,9.9
1539,1.9,9.9
1540,1.9,9.9
1541,1.9,10.6
1542,1.9,10.4
1543,1.9,10.3
1544,1.8,7.6
1545,1.8,7.6
1546,1.8,6.5
1547,1.8,6.5
1548,1.8,7.2
1549,1.8,6.5
1550,1.8,6.5
1551,1.8,6.5
1552,1.8,6.5
1553,1.8,6.5
1554,1.8,6.7
1555,1.8,6.7
1556,1.8,6.8
1557,1.9,6.3
1558,2.0,7.1
1559,2.1,7.5
1560,2.1,8.6
1561,2.2,9.5
1562,2.3,10.2
1563,2.4,10.4
1564,2.4,10.7
1565,2.4,10.8
1566,2.4,10.8
1567,2.5,10.3
1568,2.5,13.1
1569,2.6,13.5
1570,2.6,14.0
1571,2.9,17.7
1572,2.9,18.2
1573,3.0,18.9
1574,3.2,23.9
1575,3.2,24.2
1576,3.2,25.4
1577,3.2,25.6
1578,3.2,25.7
1579,3.2,26.2
1580,3.2,26.5
1581,3.3,29.6
1582,3.4,29.7
1583,3.4,31.7
1584,3.4,33.3
1585,3.5,33.4
1586,3.7,36.4
1587,3.7,38.0
1588,3.7,37.8
1589,3.6,37.3
1590,3.5,36.3
1591,3.4,34.9
1592,3.3,34.0
1593,3.3,33.8
1594,3.3,33.5
1595,3.3,34.1
1596,3.3,35.0
1597,3.3,34.7
1598,3.2,31.9
1599,3.2,32.1
1600,3.1,31.5
1601,2.9,27.3
1602,2.9,26.8
1603,2.8,26.8
1604,2.6,21.7
1605,2.7,21.5
1606,2.6,20.2
1607,2.6,20.3
1608,2.6,19.6
1609,2.6,18.8
1610,2.6,18.5
1611,2.5,15.5
1612,2.4,15.5
1613,2.4,13.5
1614,2.4,11.6
1615,2.4,12.8
1616,2.1,9.8
1617,2.0,8.2
1618,2.0,8.3
1619,2.0,8.4
1620,2.0,9.1
1621,2.0,9.1
1622,2.0,9.1
1623,2.0,9.0
1624,2.0,9.1
1625,1.9,8.4
1626,2.0,7.6
1627,1.9,7.0
1628,1.9,7.7
1629,1.9,7.2
1630,2.0,8.0
1631,2.0,8.1
1632,2.0,8.8
1633,2.0,8.2
1634,2.0,9.6
1635,1.9,9.6
1636,2.0,10.6
1637,2.1,11.2
1638,2.1,11.3
1639,2.0,11.2
1640,2.1,11.2
1641,2.1,11.5
1642,2.1,11.6
1643,2.1,11.7
1644,2.1,11.7
1645,2.1,10.4
1646,2.0,10.9
1647,2.0,10.7
1648,2.1,10.2
1649,2.1,10.5
1650,2.1,9.9
1651,2.1,10.8
1652,2.1,11.3
1653,2.2,11.4
1654,2.1,12.2
1655,2.2,12.5
1656,2.2,13.1
1657,2.2,13.0
1658,2.1,12.9
1659,2.1,12.8
1660,2.1,12.2
1661,2.0,12.0
1662,2.0,11.3
1663,2.0,11.3
1664,2.0,10.1
1665,2.0,10.2
1666,1.9,9.1
1667,1.8,8.9
1668,1.9,9.6
1669,1.8,9.6
1670,1.9,9.8
1671,1.9,9.8
1672,2.0,10.9
1673,2.0,13.2
1674,2.1,13.4
1675,2.1,13.5
1676,2.2,13.0
1677,2.2,13.2
1678,2.2,13.2
1679,2.1,13.3
1680,2.1,13.1
1681,2.1,12.3
1682,2.2,12.6
1683,2.1,12.5
1684,2.1,11.6
1685,2.1,11.5
1686,2.1,11.0
1687,2.1,11.0
1688,2.2,10.4
1689,2.2,11.1
1690,2.2,11.6
1691,2.3,11.8
1692,2.3,12.0
1693,2.3,12.7
1694,2.4,13.0
1695,2.4,12.9
1696,2.5,12.9
1697,2.5,13.1
1698,2.5,13.3
1699,2.5,13.8
1700,2.6,16.0
1701,2.7,17.8
1702,2.7,16.8
1703,2.7,16.1
1704,2.7,16.0
1705,2.7,17.0
1706,2.8,17.5
1707,2.8,17.4
1708,2.8,17.5
1709,2.9,19.1
1710,2.8,19.0
1711,2.8,19.1
1712,2.8,19.1
1713,2.8,19.1
1714,2.9,20.3
1715,2.9,20.4
1716,2.9,20.2
1717,2.9,20.4
1718,3.0,20.7
1719,3.0,20.6
1720,2.9,20.3
1721,2.9,20.6
1722,3.0,21.7
1723,3.0,21.0
1724,2.9,20.6
1725,3.0,22.0
1726,3.0,22.0
1727,2.9,21.1
1728,2.9,20.9
1729,2.9,20.7
1730,2.8,18.5
1731,2.7,16.3
1732,2.7,18.1
1733,2.6,17.1
1734,2.6,17.8
1735,2.7,17.6
1736,2.9,18.8
1737,2.9,19.4
1738,3.0,20.7
1739,3.0,21.6
1740,3.1,22.6
1741,3.1,22.7
1742,3.1,22.2
1743,3.2,23.1
1744,3.2,23.0
1745,3.2,23.2
1746,3.3,24.0
1747,3.4,25.4
1748,3.5,26.2
1749,3.6,26.2
1750,3.7,27.5
1751,3.8,28.6
1752,3.8,28.3
1753,3.9,29.1
1754,3.9,29.5
1755,3.9,28.9
1756,4.0,31.4
1757,4.1,34.4
1758,4.6,34.6
1759,4.9,35.6
1760,5.8,38.5
1761,6.4,39.9
1762,7.2,38.8
1763,7.9,43.0
1764,8.7,46.2
1765,9.4,47.6
1766,9.8,48.6
1767,10.7,50.9
1768,11.3,50.1
1769,12.1,49.3
1770,12.8,50.5
1771,13.3,51.3
1772,13.6,52.1
1773,14.0,53.1
1774,14.3,53.4
1775,14.3,54.5
1776,14.6,54.1
1777,14.6,53.2
1778,14.6,53.9
1779,14.7,54.2
1780,14.7,52.8
1781,14.8,56.1
1782,15.0,56.4
1783,15.1,58.0
1784,15.1,58.0
1785,15.1,58.1
1786,15.1,56.7
1787,15.1,54.6
1788,14.7,54.2
1789,14.5,53.8
1790,13.7,53.7
1791,13.2,52.5
1792,12.6,53.5
1793,12.0,49.6
1794,11.4,46.3
1795,10.8,44.3
1796,10.4,44.4
1797,10.0,43.5
1798,9.5,46.5
1799,9.0,45.6
1800,8.5,44.7
1801,8.4,48.5
1802,8.4,49.2
1803,8.4,52.7
1804,8.3,52.7
1805,8.6,53.0
1806,8.6,53.6
1807,8.8,55.9
1808,9.0,57.5
1809,9.3,61.2
1810,9.7,66.9
1811,9.8,63.2
1812,10.0,63.0
1813,9.9,61.4
1814,10.0,61.3
1815,10.4,61.8
1816,10.6,61.3
1817,10.6,60.5
1818,10.6,60.3
1819,10.7,59.7
1820,10.9,58.5
1821,10.9,61.2
1822,11.2,65.2
1823,11.3,66.0
1824,11.2,67.1
1825,11.0,68.9
1826,11.0,72.6
1827,10.6,70.9
1828,10.5,73.3
1829,10.2,74.3
1830,10.1,76.4
1831,9.8,72.2
1832,9.6,74.4
1833,9.3,70.0
1834,9.3,77.0
1835,9.0,78.2
1836,8.8,83.9
1837,8.5,83.5
1838,8.3,86.2
1839,8.1,85.9
1840,7.6,82.8
1841,7.4,87.5
1842,7.2,89.1
1843,7.2,90.3
1844,7.1,94.6
1845,6.7,95.0
1846,6.8,99.8
1847,6.8,103.1
1848,6.8,106.2
1849,6.7,108.3
1850,6.5,107.3
1851,6.4,108.0
1852,6.0,106.4
1853,5.8,105.4
1854,5.8,105.8
1855,5.9,107.2
1856,5.8,106.4
1857,5.8,108.0
1858,5.8,105.8
1859,5.8,104.3
1860,5.7,101.6
1861,5.5,100.9
1862,5.5,98.0
1863,5.4,97.3
1864,5.1,88.7
1865,4.9,85.7
1866,4.8,79.2
1867,4.7,78.2
1868,4.6,72.0
1869,4.5,67.9
1870,4.4,66.7
1871,4.2,61.0
1872,4.1,58.4
1873,4.0,58.0
1874,4.0,53.7
1875,3.9,53.3
1876,3.7,47.9
1877,3.7,46.1
1878,3.6,44.3
1879,3.7,44.4
1880,3.8,44.0
1881,3.8,42.1
1882,3.8,38.2
1883,3.8,41.9
1884,3.8,45.6
1885,3.6,43.0
1886,3.5,37.6
1887,3.5,36.9
1888,3.3,33.6
1889,3.3,33.6
1890,3.4,35.4
1891,3.4,37.0
1892,3.3,37.1
1893,3.4,38.6
1894,3.4,41.8
1895,3.5,42.1
1896,3.5,42.9
1897,3.4,41.9
1898,3.5,42.5
1899,3.4,43.1
1900,3.5,44.6
1901,3.5,45.4
1902,3.5,45.8
1903,3.5,44.7
1904,3.5,46.6
1905,3.5,45.3
1906,3.6,47.2
1907,3.5,47.1
1908,3.4,45.5
1909,3.2,43.3
1910,3.1,43.0
1911,3.1,42.4
1912,3.3,44.9
1913,3.3,42.0
1914,3.3,37.4
1915,3.3,39.0
1916,3.3,42.5
1917,3.3,43.0
1918,3.5,44.8
1919,3.5,45.0
1920,3.5,44.3
1921,3.5,42.9
1922,3.7,46.5
1923,3.7,46.8
1924,3.7,48.4
1925,3.9,51.4
1926,3.9,52.5
1927,3.9,52.1
1928,3.9,51.5
1929,3.9,52.8
1930,3.9,52.5
1931,4.0,53.0
1932,4.1,54.4
1933,4.2,56.4
1934,4.2,56.2
1935,4.3,61.1
1936,4.4,63.5
1937,4.4,62.7
1938,4.6,68.9
1939,4.6,69.5
1940,4.7,71.4
1941,4.6,72.3
1942,4.4,69.7
1943,4.3,67.8
1944,4.2,67.1
1945,4.2,64.7
1946,4.2,60.8
1947,4.1,59.1
1948,3.9,56.7
1949,3.8,55.7
1950,3.8,53.9
1951,3.9,54.7
1952,3.7,50.2
1953,3.7,48.2
1954,3.6,43.5
1955,3.4,40.1
1956,3.3,38.2
1957,3.3,38.1
1958,3.2,38.5
1959,3.2,36.2
1960,3.2,33.9
1961,3.0,33.6
1962,2.9,32.4
1963,2.9,31.6
1964,2.8,30.1
1965,2.9,26.2
1966,2.8,22.5
1967,2.8,23.1
1968,2.7,20.8
1969,2.7,23.1
1970,2.8,25.0
1971,2.9,23.7
1972,3.2,25.8
1973,3.2,30.3
1974,3.3,32.0
1975,3.4,36.1
1976,3.5,37.7
1977,3.8,41.5
1978,4.1,45.2
1979,4.4,45.5
1980,4.7,46.6
1981,4.9,47.2
1982,5.0,48.7
1983,5.2,48.8
1984,5.4,49.7
1985,5.6,51.8
1986,5.8,53.6
1987,5.9,53.8
1988,6.0,54.4
1989,6.1,55.3
1990,6.2,61.2
1991,6.3,60.3
1992,6.4,61.0
1993,6.5,67.5
1994,6.6,70.5
1995,6.5,72.2
1996,6.5,71.7
1997,6.4,70.4
1998,6.4,67.3
1999,6.4,65.3
2000,6.4,61.7
2001,6.3,62.6
2002,6.1,63.4
2003,6.1,60.8
2004,6.3,62.4
2005,7.5,60.4
2006,7.6,60.8
2007,7.5,62.6
2008,7.6,61.2
2009,7.6,67.1
2010,7.4,71.4
2011,7.3,71.2
2012,7.2,71.3
2013,7.3,73.6
2014,7.2,76.5
2015,7.0,74.6
2016,7.0,76.4
2017,7.2,84.2
2018,7.3,85.6
2019,7.3,87.0
2020,7.2,81.9
2021,7.2,84.9
2022,7.2,84.9
2023,7.1,78.1
2024,7.1,76.4
2025,7.0,77.8
2026,7.1,80.9
2027,7.1,81.9
2028,7.1,81.6
2029,7.1,80.8
2030,7.1,81.5
2031,7.1,80.0
2032,6.9,78.6
2033,6.9,77.6
2034,6.7,74.8
2035,5.4,73.6
2036,5.3,72.0
2037,5.1,67.1
2038,4.8,65.6
2039,4.5,59.6
2040,4.2,54.2
2041,4.1,52.8
2042,4.0,51.1
2043,3.8,48.7
2044,3.7,45.0
2045,3.8,46.2
2046,3.5,43.5
2047,3.3,35.7
2048,3.1,33.3
2049,3.1,31.9
2050,3.1,36.0
2051,3.0,33.2
2052,2.9,31.7
2053,3.0,30.4
2054,2.9,28.8
2055,2.9,26.6
2056,2.8,23.6
2057,2.8,22.9
2058,2.8,22.3
2059,2.7,22.5
2060,2.7,21.5
2061,2.7,22.4
2062,2.8,23.1
2063,2.8,25.4
2064,2.8,24.8
2065,2.8,23.8
2066,2.8,24.7
2067,2.8,25.1
2068,2.9,24.8
2069,2.9,24.8
2070,3.0,26.7
2071,3.2,26.9
2072,3.3,29.1
2073,3.4,31.2
2074,3.6,32.3
2075,3.6,33.1
2076,3.6,32.7
2077,3.6,33.1
2078,3.6,33.6
2079,3.6,33.7
2080,3.6,28.8
2081,3.7,29.6
2082,3.8,30.0
2083,3.9,30.8
2084,4.0,30.9
2085,4.1,28.8
2086,4.4,33.0
2087,4.5,32.8
2088,4.6,32.9
2089,4.6,33.1
2090,4.7,33.4
2091,4.7,33.8
2092,4.7,32.8
2093,4.7,31.0
2094,4.7,31.0
2095,4.7,31.0
2096,4.7,33.2
2097,4.8,37.7
2098,4.9,40.5
2099,5.0,40.7
2100,5.1,40.9
2101,5.1,41.5
2102,5.1,40.7
2103,5.2,43.4
2104,5.1,42.1
2105,5.2,43.9
2106,5.4,47.2
2107,5.5,49.2
2108,5.5,49.6
2109,5.5,50.3
2110,5.6,52.1
2111,5.5,51.3
2112,5.4,52.3
2113,5.3,51.9
2114,5.1,52.3
2115,5.1,52.3
2116,4.8,48.4
2117,4.8,48.7
2118,4.7,48.7
2119,4.7,48.1
2120,4.6,47.7
2121,4.6,47.2
2122,4.6,48.7
2123,4.6,52.6
2124,4.7,55.1
2125,4.9,61.1
2126,5.0,64.4
2127,4.9,61.3
2128,5.1,60.4
2129,4.9,60.0
2130,4.8,58.6
2131,4.7,59.3
2132,4.7,58.3
2133,4.6,53.5
2134,4.6,55.0
2135,4.5,54.0
2136,4.4,52.4
2137,4.3,54.3
2138,4.3,55.0
2139,4.3,55.6
2140,4.2,56.2
2141,4.3,59.7
2142,4.4,61.4
2143,4.5,63.8
2144,4.5,64.7
2145,4.5,69.4
2146,4.8,80.8
2147,5.4,106.3
2148,6.0,120.0
2149,6.3,128.9
2150,6.5,133.7
2151,6.9,150.5
2152,7.3,161.9
2153,7.7,171.2
2154,8.0,179.6
2155,7.9,175.4
2156,7.8,170.3
2157,7.7,168.6
2158,7.4,167.7
2159,7.4,167.7
2160,7.3,167.1
2161,7.3,166.1
2162,7.2,167.0
2163,7.3,169.5
2164,7.2,169.5
2165,7.2,167.8
2166,7.1,166.2
2167,7.1,162.8
2168,7.2,162.4
2169,7.2,163.2
2170,7.2,162.1
2171,7.1,160.8
2172,7.1,159.1
2173,7.1,159.3
2174,7.1,157.7
2175,6.9,153.0
2176,6.6,141.2
2177,5.9,115.3
2178,5.2,101.6
2179,4.9,93.3
2180,4.7,89.4
2181,4.2,71.9
2182,3.7,58.0
2183,3.2,43.1
2184,2.8,32.5
2185,2.9,30.9
2186,3.6,30.2
2187,3.7,31.8
2188,3.8,32.4
2189,3.8,34.0
2190,3.9,34.0
2191,3.8,33.4
2192,3.9,32.7
2193,3.9,30.3
2194,3.9,28.7
2195,3.9,27.8
2196,4.0,27.6
2197,4.0,29.1
2198,3.9,28.2
2199,3.8,25.3
2200,3.9,24.0
2201,3.9,22.7
2202,3.9,22.2
2203,3.8,19.9
2204,3.9,20.5
2205,3.9,20.9
2206,3.9,20.9
2207,3.9,21.0
2208,4.0,22.3
2209,4.0,21.5
2210,4.1,20.7
2211,4.1,20.7
2212,4.2,20.4
2213,4.4,22.0
2214,4.5,22.0
2215,4.5,22.1
2216,3.8,21.3
2217,3.7,20.0
2218,3.8,18.1
2219,3.8,19.3
2220,3.8,19.4
2221,3.8,20.1
2222,3.8,20.7
2223,3.8,22.0
2224,3.8,21.9
2225,3.8,22.1
2226,3.7,23.6
2227,3.7,23.5
2228,3.8,26.7
2229,3.9,29.2
2230,3.8,30.6
2231,3.8,30.7
2232,3.9,34.4
2233,4.0,38.6
2234,4.0,42.0
2235,4.1,44.3
2236,4.2,46.6
2237,4.3,46.6
2238,4.3,46.2
2239,4.3,47.0
2240,4.4,47.2
2241,4.4,48.6
2242,4.3,48.9
2243,4.3,53.3
2244,4.3,57.1
2245,4.2,58.0
2246,4.1,59.4
2247,4.1,60.2
2248,4.0,61.9
2249,4.0,61.5
2250,4.0,63.0
2251,3.9,63.6
2252,4.0,66.6
2253,4.1,69.9
2254,4.2,73.6
2255,4.2,73.9
2256,4.1,71.9
2257,4.1,69.4
2258,4.1,67.2
2259,4.0,65.1
2260,4.0,63.8
2261,4.0,62.8
2262,3.9,58.7
2263,3.7,53.8
2264,3.7,50.4
2265,3.6,48.4
2266,3.6,46.2
2267,3.7,48.9
2268,3.6,49.3
2269,3.7,52.2
2270,3.6,51.9
2271,3.6,50.8
2272,3.6,52.8
2273,3.5,48.1
2274,3.4,43.8
2275,3.4,42.8
2276,3.4,41.1
2277,3.3,40.8
2278,3.3,39.3
2279,3.3,37.2
2280,3.2,36.3
2281,3.2,35.7
2282,3.1,32.0
2283,3.1,27.7
2284,3.0,24.8
2285,3.1,25.4
2286,3.2,32.9
2287,3.2,34.1
2288,3.2,35.5
2289,3.3,36.2
2290,3.4,40.4
2291,3.6,47.8
2292,3.6,50.3
2293,3.6,52.5
2294,3.7,53.2
2295,3.7,53.5
2296,3.7,55.1
2297,3.6,54.7
2298,3.6,53.6
2299,3.5,50.7
2300,3.5,51.0
2301,3.4,50.6
2302,3.4,48.6
2303,3.4,48.4
2304,3.4,48.8
2305,3.4,49.4
2306,3.4,49.3
2307,3.4,49.1
2308,3.4,52.5
2309,3.5,53.4
2310,3.5,56.3
2311,3.5,56.7
2312,3.6,59.2
2313,3.6,62.0
2314,3.7,63.5
2315,3.6,63.4
2316,3.6,56.8
2317,3.5,57.9
2318,3.5,57.5
2319,3.5,58.0
2320,3.6,58.3
2321,3.6,53.6
2322,3.6,52.2
2323,3.7,52.1
2324,3.7,54.4
2325,3.7,55.1
2326,3.8,54.5
2327,4.0,53.5
2328,4.0,55.7
2329,4.1,57.4
2330,4.2,57.5
2331,4.3,59.1
2332,4.5,66.3
2333,4.5,65.9
2334,4.5,66.4
2335,4.6,68.0
2336,4.6,68.3
2337,4.6,67.0
2338,4.6,63.3
2339,4.6,62.3
2340,4.6,58.9
2341,4.6,58.5
2342,4.8,56.9
2343,4.8,55.1
2344,4.7,54.3
2345,4.6,54.4
2346,4.6,53.6
2347,4.6,51.5
2348,4.5,49.6
2349,4.4,47.6
2350,4.2,44.7
2351,4.1,43.5
2352,4.0,41.9
2353,4.0,41.2
2354,4.0,38.8
2355,3.9,37.0
2356,3.8,38.3
2357,3.8,39.1
2358,3.7,38.2
2359,3.6,37.2
2360,3.6,38.6
2361,3.5,38.5
2362,3.3,32.0
2363,3.3,32.2
2364,3.5,33.9
2365,3.5,34.4
2366,3.4,37.1
2367,3.5,39.6
2368,3.7,47.7
2369,3.9,52.3
2370,4.3,61.0
2371,4.4,64.7
2372,4.3,64.7
2373,4.5,67.2
2374,4.7,67.8
2375,4.9,72.8
2376,5.2,79.2
2377,5.5,85.2
2378,5.8,89.9
2379,6.1,96.2
2380,6.4,97.5
2381,6.6,100.0
2382,6.9,102.7
2383,7.2,105.3
2384,7.4,109.5
2385,7.6,112.6
2386,7.8,114.3
2387,7.9,116.8
2388,8.1,122.1
2389,8.2,123.2
2390,8.4,126.4
2391,8.5,129.2
2392,8.6,132.4
2393,8.7,135.6
2394,8.6,134.8
2395,8.7,134.9
2396,8.9,136.0
2397,9.0,136.8
2398,8.8,131.7
2399,8.8,129.2
2400,8.5,121.6
2401,8.4,120.6
2402,8.5,121.9
2403,8.3,119.6
2404,8.1,120.3
2405,8.0,115.7
2406,7.9,113.4
2407,7.6,109.5
2408,7.5,107.9
2409,7.2,102.8
2410,6.9,101.1
2411,6.7,98.5
2412,6.6,100.0
2413,6.3,98.6
2414,6.1,94.0
2415,5.9,94.4
2416,5.9,93.1
2417,5.9,94.8
2418,5.7,89.7
2419,5.8,91.7
2420,5.6,89.2
2421,5.7,89.7
2422,5.7,89.8
2423,5.5,86.9
2424,5.5,88.7
2425,5.5,87.7
2426,5.3,86.5
2427,5.3,84.9
2428,5.3,82.6
2429,5.3,85.4
2430,5.3,85.9
2431,5.3,84.4
2432,5.2,82.7
2433,5.2,83.0
2434,5.4,81.7
2435,5.3,81.8
2436,5.3,81.1
2437,5.3,79.7
2438,5.2,79.5
2439,5.1,78.3
2440,5.2,76.6
2441,5.1,75.2
2442,4.9,71.1
2443,4.8,68.8
2444,4.8,68.0
2445,4.7,64.5
2446,4.5,61.8
2447,4.3,55.3
2448,4.2,53.7
2449,4.1,49.1
2450,4.0,46.8
2451,3.8,42.0
2452,3.6,37.8
2453,3.6,36.6
2454,3.6,33.9
2455,3.5,32.0
2456,3.5,29.2
2457,3.3,27.4
2458,3.2,26.7
2459,3.1,21.5
2460,2.9,19.6
2461,2.9,17.9
2462,2.7,16.9
2463,2.7,16.3
2464,2.5,15.2
2465,2.5,13.6
2466,2.4,10.7
2467,2.4,10.2
2468,2.3,7.5
2469,2.3,7.5
2470,2.3,7.4
2471,2.3,7.5
2472,2.3,7.9
2473,2.3,9.0
2474,2.3,9.2
2475,2.3,10.0
2476,2.4,10.5
2477,2.4,11.2
2478,2.6,12.8
2479,2.6,13.5
2480,2.7,13.5
2481,2.8,15.1
2482,2.8,15.1
2483,2.9,15.5
2484,2.8,15.6
2485,3.0,18.2
2486,3.0,18.5
2487,2.9,19.3
2488,2.9,19.2
2489,3.0,20.6
2490,3.1,21.7
2491,3.1,21.8
2492,3.2,23.3
2493,3.1,22.0
2494,3.1,21.6
2495,3.1,21.6
2496,3.2,21.6
2497,3.1,21.4
2498,3.2,21.9
2499,3.3,23.5
2500,3.4,25.1
2501,3.4,25.1
2502,3.4,25.1
2503,3.4,24.3
2504,3.5,25.0
2505,3.5,24.1
2506,3.5,23.6
2507,3.5,23.6
2508,3.4,22.5
2509,3.4,21.8
2510,3.5,22.6
2511,3.3,21.9
2512,3.4,21.9
2513,3.4,24.5
2514,3.4,23.5
2515,3.4,22.1
2516,3.4,21.8
2517,3.4,21.0
2518,3.5,22.0
2519,3.5,20.8
2520,3.4,20.5
2521,3.4,20.5
2522,3.4,19.0
2523,3.4,19.1
2524,3.4,19.1
2525,3.4,19.2
2526,3.3,18.8
2527,3.4,20.2
2528,3.4,22.6
2529,3.4,22.0
2530,3.4,20.5
2531,3.5,21.3
2532,3.5,21.6
2533,3.3,20.9
2534,3.4,20.4
2535,3.4,20.4
2536,3.3,20.4
2537,3.3,19.6
2538,3.2,19.3
2539,3.1,19.3
2540,3.0,18.3
2541,3.0,17.5
2542,3.0,17.4
2543,2.9,15.4
2544,2.9,15.4
2545,2.8,14.2
2546,2.7,14.2
2547,2.7,14.2
2548,2.7,13.6
2549,2.7,13.5
2550,2.7,13.1
2551,2.7,13.0
2552,2.7,13.4
2553,2.6,13.4
2554,2.6,13.4
2555,2.5,13.2
2556,2.5,13.3
2557,2.4,11.9
2558,2.4,8.6
2559,2.4,7.8
2560,2.3,7.7
2561,2.2,6.8
2562,2.2,5.8
2563,2.2,6.0
2564,2.2,5.7
2565,2.2,5.6
2566,2.1,6.3
2567,2.2,7.3
2568,2.2,7.3
2569,2.1,7.3
2570,2.2,7.3
2571,2.1,7.2
2572,2.1,7.2
2573,2.1,6.3
2574,2.1,6.2
2575,2.1,6.3
2576,2.1,6.3
2577,2.2,7.9
2578,2.1,7.9
2579,2.1,7.7
2580,2.0,8.3
2581,2.1,8.4
2582,2.1,7.9
2583,2.2,8.0
2584,2.2,8.0
2585,2.2,9.6
2586,2.2,9.2
2587,2.3,9.3
2588,2.2,9.3
2589,2.2,9.4
2590,2.2,10.1
2591,2.3,11.7
2592,2.3,12.6
2593,2.3,13.3
2594,2.3,14.5
2595,2.4,15.7
2596,2.4,18.3
2597,2.6,22.5
2598,2.6,22.8
2599,2.6,26.2
2600,2.7,27.2
2601,2.7,27.6
2602,2.8,28.4
2603,2.8,28.4
2604,2.8,28.8
2605,2.9,30.4
2606,2.9,31.3
2607,2.8,29.6
2608,2.9,29.2
2609,2.9,29.3
2610,2.9,29.2
2611,2.9,29.1
2612,2.9,29.2
2613,2.8,29.7
2614,2.8,30.9
2615,2.8,29.2
2616,2.8,30.0
2617,2.9,31.9
2618,2.9,32.1
2619,3.2,34.4
2620,3.3,35.1
2621,3.4,36.3
2622,3.4,37.4
2623,3.4,36.5
