sample_index,pm25_ugm3,pm10_ugm3
2624,3.5,36.2
2625,3.4,36.1
2626,3.5,33.5
2627,3.4,28.4
2628,3.4,28.0
2629,3.3,25.1
2630,3.3,24.1
2631,3.3,24.0
2632,3.4,23.3
2633,3.4,23.4
2634,3.4,23.1
2635,3.4,21.6
2636,3.5,20.9
2637,3.5,21.0
2638,3.6,21.1
2639,3.7,21.1
2640,3.7,20.5
2641,3.7,20.5
2642,3.7,20.4
2643,3.8,19.9
2644,3.7,18.9
2645,3.7,18.9
2646,3.8,18.2
2647,3.7,16.3
2648,3.7,15.8
2649,3.5,14.0
2650,3.5,12.7
2651,3.4,10.0
2652,3.4,8.2
2653,3.5,8.5
2654,3.4,8.2
2655,3.4,7.1
2656,3.4,6.6
2657,3.5,6.7
2658,3.5,6.8
2659,3.5,6.8
2660,3.5,6.8
2661,3.5,6.7
2662,3.4,6.6
2663,3.5,6.5
2664,3.4,6.5
2665,3.4,6.4
2666,3.3,6.3
2667,3.2,6.2
2668,3.2,6.4
2669,3.1,6.3
2670,3.2,8.5
2671,3.2,8.6
2672,3.2,8.6
2673,3.2,8.5
2674,3.2,11.4
2675,3.2,11.4
2676,3.1,11.3
2677,3.1,11.2
2678,3.0,11.3
2679,3.0,10.5
2680,3.0,10.5
2681,2.9,10.8
2682,2.9,10.6
2683,2.8,10.4
2684,2.8,9.8
2685,2.8,9.7
2686,2.7,9.6
2687,2.6,11.1
2688,2.5,11.0
2689,2.5,10.5
2690,2.5,10.4
2691,2.6,10.8
2692,2.6,12.4
2693,2.7,13.7
2694,2.7,14.8
2695,2.7,14.8
2696,2.7,15.0
2697,2.7,15.0
2698,2.7,14.9
2699,2.6,14.9
2700,2.5,12.5
2701,2.5,12.5
2702,2.5,12.4
2703,2.4,12.4
2704,2.4,11.1
2705,2.5,13.2
2706,2.5,14.1
2707,2.6,15.4
2708,2.5,15.3
2709,2.4,16.8
2710,2.4,17.6
2711,2.5,17.7
2712,2.4,17.5
2713,2.4,17.5
2714,2.4,17.5
2715,2.4,17.4
2716,2.4,17.4
2717,2.4,16.0
2718,2.4,17.3
2719,2.4,17.3
2720,2.4,17.3
2721,2.2,16.9
2722,2.2,15.2
2723,2.0,13.8
2724,2.0,13.1
2725,2.0,13.1
2726,2.0,12.8
2727,2.0,12.8
2728,2.0,12.6
2729,2.0,12.7
2730,2.0,12.7
2731,2.0,12.7
2732,2.0,12.7
2733,2.0,12.7
2734,2.0,10.9
2735,1.8,9.6
2736,1.9,9.4
2737,1.9,10.2
2738,1.9,10.3
2739,1.9,8.8
2740,1.9,8.1
2741,1.8,7.5
2742,1.8,7.6
2743,1.8,7.6
2744,1.8,7.5
2745,1.8,7.5
2746,1.8,7.8
2747,1.8,8.0
2748,1.8,6.7
2749,1.8,6.7
2750,1.8,7.1
2751,1.8,7.1
2752,1.7,7.1
2753,1.7,7.0
2754,1.8,7.1
2755,1.8,7.3
2756,1.8,7.6
2757,1.8,7.8
2758,1.9,7.9
2759,2.0,8.2
2760,2.0,8.3
2761,2.0,9.0
2762,2.0,10.7
2763,2.1,13.6
2764,2.4,20.0
2765,2.6,25.1
2766,2.7,26.9
2767,2.7,26.4
2768,2.8,28.5
2769,2.9,31.7
2770,3.0,31.8
2771,3.1,33.9
2772,3.2,35.5
2773,3.4,38.1
2774,3.5,41.8
2775,3.7,47.0
2776,3.8,49.5
2777,4.0,52.3
2778,4.4,60.0
2779,4.7,67.4
2780,4.7,70.8
2781,4.8,71.2
2782,5.2,72.2
2783,5.5,74.2
2784,6.1,76.2
2785,6.9,80.0
2786,7.2,79.9
2787,7.2,79.7
2788,7.3,80.4
2789,7.2,80.3
2790,7.2,80.1
2791,7.2,79.4
2792,7.2,77.9
2793,7.1,75.0
2794,6.9,68.9
2795,6.6,63.1
2796,6.7,62.3
2797,6.7,61.8
2798,6.8,59.6
2799,7.0,57.4
2800,7.3,58.4
2801,7.5,56.7
2802,7.7,56.1
2803,7.8,53.7
2804,7.9,52.8
2805,7.9,50.3
2806,7.8,48.2
2807,7.8,48.2
2808,7.6,41.0
2809,7.4,33.7
2810,7.4,30.2
2811,7.3,29.8
2812,7.0,28.9
2813,6.6,26.9
2814,6.1,24.6
2815,5.4,22.9
2816,5.2,25.3
2817,5.2,27.5
2818,5.2,28.7
2819,5.2,29.9
2820,5.3,31.7
2821,5.3,32.9
2822,5.3,35.0
2823,5.3,35.8
2824,5.3,37.1
2825,5.4,36.9
2826,5.2,35.3
2827,5.1,34.2
2828,4.9,34.1
2829,4.6,33.2
2830,4.3,32.1
2831,3.9,31.7
2832,3.6,30.8
2833,3.5,31.6
2834,3.3,29.4
2835,3.0,27.4
2836,3.0,27.3
2837,2.9,26.6
2838,2.7,26.2
2839,2.8,26.5
2840,2.8,27.1
2841,2.8,27.2
2842,2.8,27.4
2843,2.8,28.1
2844,2.8,28.3
2845,2.8,28.3
2846,2.9,30.6
2847,2.8,31.1
2848,2.9,31.1
2849,2.8,29.8
2850,2.7,29.1
2851,2.7,28.0
2852,2.6,28.0
2853,2.6,27.2
2854,2.6,26.5
2855,2.6,27.1
2856,2.6,27.8
2857,2.6,27.9
2858,2.6,29.0
2859,2.6,29.0
2860,2.6,29.0
2861,2.6,28.9
2862,2.6,30.6
2863,2.5,30.4
2864,2.6,29.9
2865,2.6,30.0
2866,2.6,29.4
2867,2.5,28.3
2868,2.5,28.2
2869,2.4,28.8
2870,2.4,29.1
2871,2.4,29.1
2872,2.4,30.8
2873,2.5,31.3
2874,2.5,32.3
2875,2.5,32.3
2876,2.5,29.1
2877,2.4,26.7
2878,2.4,25.3
2879,2.5,27.4
2880,2.6,28.2
2881,2.7,31.6
2882,2.7,31.0
2883,2.7,31.3
2884,2.8,32.7
2885,3.1,35.7
2886,3.1,39.0
2887,3.2,39.2
2888,3.2,39.2
2889,3.2,39.6
2890,3.2,39.5
2891,3.2,39.6
2892,3.2,37.9
2893,3.1,37.1
2894,3.0,37.0
2895,3.1,36.2
2896,3.1,38.1
2897,3.1,36.8
2898,3.2,36.7
2899,3.1,35.6
2900,3.0,34.5
2901,3.1,35.1
2902,3.0,33.2
2903,2.9,32.0
2904,2.9,30.8
2905,2.9,29.2
2906,2.7,27.5
2907,2.7,27.2
2908,2.6,26.5
2909,2.5,24.2
2910,2.4,22.3
2911,2.4,18.8
2912,2.3,17.1
2913,2.3,16.8
2914,2.1,14.6
2915,1.8,11.0
2916,1.8,6.9
2917,1.7,6.6
2918,1.7,5.5
2919,1.6,5.1
2920,1.7,5.2
2921,1.7,5.2
2922,1.7,5.2
2923,1.7,5.2
2924,1.7,5.3
2925,1.7,6.2
2926,1.7,5.3
2927,1.7,5.2
2928,1.6,5.3
2929,1.7,5.3
2930,1.7,5.4
2931,1.7,4.7
2932,1.7,5.5
2933,1.7,6.9
2934,1.8,8.0
2935,1.8,7.4
2936,2.0,13.5
2937,2.0,14.6
2938,2.2,16.4
2939,2.2,16.4
2940,2.2,16.6
2941,2.2,16.7
2942,2.3,17.3
2943,2.3,17.3
2944,2.3,17.3
2945,2.3,17.5
2946,2.4,19.1
2947,2.4,19.5
2948,2.5,20.2
2949,2.5,20.9
2950,2.5,21.0
2951,2.5,21.0
2952,2.5,21.0
2953,2.6,22.2
2954,2.6,22.2
2955,2.6,21.3
2956,2.6,20.3
2957,2.6,20.3
2958,2.6,21.3
2959,2.6,21.4
2960,2.8,22.3
2961,2.8,23.6
2962,2.8,23.8
2963,2.7,23.0
2964,2.6,21.9
2965,2.7,23.6
2966,2.5,17.5
2967,2.7,19.8
2968,2.7,20.7
2969,2.8,23.5
2970,2.8,24.1
2971,2.8,24.1
2972,2.7,24.1
2973,2.8,25.0
2974,2.8,25.1
2975,2.9,27.4
2976,2.9,28.4
2977,3.0,28.7
2978,3.1,31.9
2979,3.5,40.6
2980,3.6,43.5
2981,3.8,50.2
2982,3.9,56.2
2983,4.3,57.8
2984,4.5,64.3
2985,4.6,67.5
2986,4.9,72.1
2987,5.1,75.2
2988,5.1,74.3
2989,5.2,75.0
2990,5.1,76.4
2991,5.2,77.1
2992,5.3,77.2
2993,5.3,79.6
2994,5.4,80.9
2995,5.3,79.1
2996,5.4,80.3
2997,5.2,77.8
2998,5.2,76.3
2999,5.2,73.7
3000,5.2,74.2
3001,5.3,74.5
3002,6.2,76.1
3003,6.8,79.8
3004,7.2,80.1
3005,7.7,78.7
3006,7.8,76.3
3007,7.9,75.9
3008,8.2,72.3
3009,8.1,63.6
3010,8.1,61.1
3011,8.1,56.4
3012,8.3,50.7
3013,8.1,49.5
3014,8.0,43.6
3015,8.0,41.0
3016,7.9,37.2
3017,7.8,34.4
3018,7.8,35.0
3019,7.8,35.4
3020,7.7,33.1
3021,7.6,32.1
3022,7.6,32.2
3023,7.6,29.6
3024,7.5,28.3
3025,7.6,29.4
3026,7.5,28.5
3027,7.5,27.7
3028,7.4,26.5
3029,7.3,27.2
3030,7.3,26.8
3031,7.2,26.4
3032,6.5,25.7
3033,5.8,23.1
3034,5.4,24.2
3035,5.0,24.9
3036,4.7,25.6
3037,4.5,26.3
3038,4.2,25.9
3039,3.9,25.4
3040,3.8,27.2
3041,3.6,25.2
3042,3.3,25.3
3043,3.2,24.5
3044,3.1,23.9
3045,3.0,23.7
3046,2.8,23.0
3047,2.8,23.7
3048,2.7,23.2
3049,2.6,24.4
3050,2.6,24.6
3051,2.6,24.2
3052,2.6,23.8
3053,2.5,24.1
3054,2.5,24.9
3055,2.5,23.9
3056,2.6,24.6
3057,2.6,24.5
3058,2.7,25.3
3059,2.8,24.5
3060,2.8,23.9
3061,2.8,23.9
3062,2.7,22.3
3063,2.8,20.4
3064,2.8,18.9
3065,2.8,18.0
3066,2.8,17.1
3067,2.8,16.5
3068,2.9,16.8
3069,3.1,17.8
3070,3.0,15.5
3071,3.0,15.4
3072,3.0,15.1
3073,3.0,14.6
3074,3.1,15.7
3075,3.1,15.9
3076,3.1,16.0
3077,3.1,15.0
3078,3.2,14.8
3079,3.2,12.6
3080,3.2,13.0
3081,3.2,12.5
3082,3.2,12.5
3083,3.3,12.5
3084,3.5,13.2
3085,3.5,13.8
3086,3.5,12.9
3087,3.5,13.2
3088,3.6,12.6
3089,3.5,12.6
3090,3.5,12.7
3091,3.4,12.7
3092,3.4,12.7
3093,3.4,12.7
3094,3.4,12.7
3095,3.4,12.0
3096,3.5,12.8
3097,3.4,12.9
3098,3.5,14.2
3099,3.4,14.0
3100,3.5,14.0
3101,3.5,14.1
3102,3.5,14.1
3103,3.5,13.9
3104,3.5,13.6
3105,3.5,13.0
3106,3.4,13.6
3107,3.5,13.5
3108,3.5,13.8
3109,3.5,13.6
3110,3.5,13.0
3111,3.5,12.8
3112,3.6,13.4
3113,3.5,13.3
3114,3.4,12.0
3115,3.4,11.2
3116,3.4,11.4
3117,3.3,11.2
3118,3.3,11.1
3119,3.3,11.1
3120,3.3,11.0
3121,3.3,11.0
3122,3.4,11.0
3123,3.6,13.2
3124,3.6,15.7
3125,3.6,16.0
3126,3.5,15.8
3127,3.5,17.6
3128,3.5,16.9
3129,3.6,18.7
3130,3.8,19.6
3131,4.0,20.3
3132,4.1,20.7
3133,4.3,21.6
3134,4.5,23.2
3135,4.6,24.4
3136,4.7,25.1
3137,4.7,25.0
3138,4.7,24.8
3139,4.7,24.9
3140,4.7,25.0
3141,4.8,25.7
3142,4.8,25.1
3143,5.0,35.8
3144,5.1,37.1
3145,5.1,37.1
3146,5.1,37.6
3147,5.1,38.0
3148,5.2,40.0
3149,5.2,40.6
3150,5.3,42.0
3151,5.3,42.5
3152,5.3,43.1
3153,5.1,43.2
3154,5.2,43.1
3155,5.2,44.6
3156,5.2,46.1
3157,5.3,47.1
3158,5.4,48.5
3159,5.5,48.2
3160,5.5,51.8
3161,5.5,55.2
3162,5.6,56.2
3163,5.8,57.5
3164,6.2,63.0
3165,7.0,65.8
3166,7.8,75.0
3167,8.7,79.5
3168,9.7,84.3
3169,10.6,89.6
3170,11.6,91.7
3171,12.7,98.1
3172,13.6,104.1
3173,14.3,96.5
3174,15.1,98.5
3175,15.7,105.5
3176,16.4,106.2
3177,16.9,109.8
3178,17.4,112.8
3179,17.8,115.3
3180,18.1,118.4
3181,18.5,122.1
3182,18.9,125.4
3183,19.2,125.1
3184,19.4,123.9
3185,19.6,123.7
3186,19.8,123.7
3187,19.9,121.8
3188,20.0,123.1
3189,20.1,122.1
3190,20.1,119.5
3191,20.0,116.9
3192,20.0,116.6
3193,19.8,117.1
3194,19.3,109.2
3195,18.6,108.5
3196,17.9,101.4
3197,17.3,99.6
3198,16.6,100.1
3199,16.0,97.7
3200,15.2,98.7
3201,14.4,95.8
3202,13.5,91.9
3203,12.8,91.6
3204,12.3,91.5
3205,11.9,89.1
3206,11.3,89.5
3207,10.8,86.2
3208,10.3,81.8
3209,10.1,80.4
3210,9.8,80.6
3211,9.4,77.4
3212,9.0,75.0
3213,8.8,77.1
3214,8.6,76.1
3215,8.3,76.0
3216,8.3,75.7
3217,8.0,74.8
3218,7.7,71.3
3219,7.5,70.2
3220,7.1,68.3
3221,7.0,66.8
3222,6.8,65.7
3223,6.6,63.3
3224,6.5,63.8
3225,6.2,60.6
3226,5.9,57.1
3227,5.6,54.3
3228,5.3,49.1
3229,5.0,46.1
3230,4.8,43.3
3231,4.5,40.2
3232,4.4,38.4
3233,4.4,36.5
3234,4.1,33.9
3235,3.7,30.4
3236,3.7,30.1
3237,3.7,31.8
3238,3.7,32.3
3239,3.7,36.5
3240,3.9,37.7
3241,3.9,38.8
3242,4.1,38.4
3243,4.1,39.4
3244,4.3,43.5
3245,4.7,51.5
3246,4.9,57.4
3247,5.3,63.9
3248,6.1,79.6
3249,6.7,87.9
3250,7.3,101.6
3251,7.7,111.9
3252,8.5,130.6
3253,9.5,148.8
3254,10.6,162.7
3255,11.3,171.8
3256,11.9,185.6
3257,12.4,195.3
3258,12.8,206.6
3259,13.1,213.3
3260,13.3,222.9
3261,13.4,226.5
3262,13.6,235.2
3263,13.8,241.0
3264,14.1,246.4
3265,14.3,248.7
3266,14.5,251.0
3267,14.6,251.6
3268,14.7,253.2
3269,14.7,251.5
3270,14.4,245.7
3271,14.3,244.7
3272,14.2,244.5
3273,14.2,240.7
3274,14.0,238.0
3275,13.7,229.4
3276,13.5,223.7
3277,13.1,219.0
3278,12.3,203.5
3279,11.9,196.5
3280,11.4,184.5
3281,11.1,177.8
3282,10.5,161.3
3283,9.6,144.4
3284,8.8,134.7
3285,8.4,129.9
3286,8.1,124.3
3287,7.9,118.3
3288,7.5,108.4
3289,7.1,102.1
3290,6.9,92.8
3291,6.7,88.5
3292,6.5,78.9
3293,6.2,73.4
3294,6.0,69.3
3295,5.8,67.5
3296,5.7,64.8
3297,5.5,63.2
3298,5.5,64.9
3299,5.4,63.3
3300,5.4,65.2
3301,5.4,68.1
3302,5.5,70.2
3303,5.5,70.2
3304,5.4,69.0
3305,5.4,70.5
3306,5.4,70.4
3307,5.7,69.3
3308,5.7,70.9
3309,5.6,70.1
3310,5.5,69.0
3311,5.5,67.2
3312,5.4,66.6
3313,5.3,66.5
3314,5.1,64.1
3315,4.9,60.9
3316,5.0,55.9
3317,5.0,55.5
3318,5.0,56.8
3319,5.2,62.2
3320,5.4,64.6
3321,5.4,67.1
3322,5.6,68.4
3323,5.7,74.9
3324,5.7,75.8
3325,5.8,81.5
3326,6.0,82.6
3327,6.0,83.3
3328,5.9,83.4
3329,6.0,84.9
3330,6.2,88.1
3331,6.5,95.4
3332,6.6,93.7
3333,7.0,101.5
3334,7.3,113.7
3335,7.9,126.3
3336,8.2,136.8
3337,8.1,142.6
3338,8.4,147.8
3339,9.3,159.3
3340,9.5,164.5
3341,9.8,170.8
3342,10.0,174.0
3343,10.0,174.7
3344,10.7,183.2
3345,11.0,187.3
3346,11.1,194.4
3347,11.5,200.9
3348,11.8,209.9
3349,11.9,213.0
3350,12.0,215.2
3351,12.5,222.5
3352,13.0,237.3
3353,13.0,237.4
3354,13.1,237.8
3355,13.1,238.1
3356,13.1,243.7
3357,13.2,246.5
3358,13.2,243.6
3359,13.4,242.8
3360,13.3,239.9
3361,12.9,231.2
3362,12.7,232.5
3363,12.5,224.7
3364,12.3,216.8
3365,11.8,207.4
3366,11.5,197.7
3367,11.3,192.2
3368,11.0,186.2
3369,10.2,177.0
3370,10.1,176.4
3371,9.8,169.2
3372,9.7,166.6
3373,9.8,168.3
3374,9.1,159.1
3375,8.8,154.3
3376,8.7,145.4
3377,8.3,137.2
3378,7.9,128.5
3379,7.6,120.1
3380,7.3,116.2
3381,7.0,108.0
3382,6.4,93.5
3383,6.3,89.2
3384,6.1,87.4
3385,6.0,82.2
3386,5.9,77.2
3387,5.7,74.4
3388,5.8,81.5
3389,5.6,78.8
3390,5.6,80.1
3391,5.6,78.4
3392,5.6,76.0
3393,5.4,75.6
3394,5.2,71.2
3395,5.0,65.7
3396,4.9,63.6
3397,4.9,62.8
3398,4.7,61.7
3399,4.7,59.9
3400,4.5,55.0
3401,4.5,57.6
3402,4.3,55.6
3403,4.1,51.7
3404,4.0,51.5
3405,3.9,51.2
3406,3.5,50.4
3407,3.4,50.3
3408,3.3,47.3
3409,3.4,49.1
3410,3.3,47.8
3411,3.2,46.0
3412,3.1,44.2
3413,3.0,40.5
3414,2.9,38.9
3415,2.8,37.3
3416,2.6,36.1
3417,2.6,33.7
3418,2.4,26.6
3419,2.3,25.8
3420,2.2,22.3
3421,2.1,21.4
3422,2.1,21.3
3423,2.1,21.9
3424,2.1,22.3
3425,2.1,22.2
3426,2.2,21.7
3427,2.1,21.0
3428,2.2,21.9
3429,2.1,21.4
3430,2.1,20.9
3431,2.1,17.7
3432,2.1,17.6
3433,2.1,17.5
3434,2.1,15.7
3435,2.1,15.7
3436,2.1,15.9
3437,2.0,14.4
3438,2.0,14.2
3439,2.0,12.0
3440,2.0,12.0
3441,1.9,11.5
3442,2.1,12.7
3443,2.2,12.9
3444,2.2,15.7
3445,2.2,15.5
3446,2.2,14.9
3447,2.3,14.9
3448,2.3,14.7
3449,2.4,18.4
3450,2.5,19.5
3451,2.5,20.6
3452,2.5,23.6
3453,2.6,24.5
3454,2.7,27.3
3455,2.9,29.2
3456,2.9,30.2
3457,2.9,30.7
3458,3.0,32.1
3459,3.0,32.2
3460,3.1,35.3
3461,3.2,38.7
3462,3.2,38.9
3463,3.2,40.5
3464,3.3,42.2
3465,3.3,42.2
3466,3.5,44.1
3467,3.5,45.1
3468,3.6,46.2
3469,3.6,46.6
3470,3.7,49.9
3471,3.9,53.0
3472,3.7,54.1
3473,3.7,55.5
3474,3.7,54.2
3475,3.8,57.5
3476,4.1,64.0
3477,4.0,65.5
3478,4.1,64.8
3479,4.2,64.9
3480,4.2,67.8
3481,4.2,67.8
3482,4.2,65.7
3483,4.2,71.8
3484,4.2,69.0
3485,4.0,67.9
3486,4.0,69.2
3487,4.2,73.5
3488,4.1,72.4
3489,4.1,71.7
3490,4.1,70.6
3491,4.0,67.5
3492,4.1,71.0
3493,4.1,70.5
3494,4.0,68.8
3495,4.1,68.9
3496,3.9,67.0
3497,3.9,66.9
3498,3.9,65.9
3499,3.8,65.5
3500,3.7,62.7
3501,3.6,60.4
3502,3.6,58.2
3503,3.5,56.2
3504,3.5,55.2
3505,3.5,52.2
3506,3.2,45.3
3507,3.3,45.5
3508,3.3,46.8
3509,3.2,45.5
3510,3.2,43.5
3511,3.2,46.3
3512,3.3,48.0
3513,3.1,42.5
3514,3.1,43.1
3515,3.3,44.2
3516,3.2,45.2
3517,3.1,42.7
3518,3.1,42.6
3519,3.1,42.6
3520,3.1,40.5
3521,3.0,40.0
3522,2.9,37.6
3523,2.9,36.9
3524,3.0,36.9
3525,2.9,36.7
3526,2.9,38.6
3527,2.9,38.4
3528,2.9,38.4
3529,2.9,39.0
3530,3.0,40.3
3531,3.0,41.1
3532,3.1,41.1
3533,3.1,41.4
3534,3.1,40.9
3535,3.0,40.3
3536,3.0,39.7
3537,2.9,37.9
3538,2.8,36.5
3539,2.8,34.7
3540,2.7,32.5
3541,2.6,28.7
3542,2.5,26.0
3543,2.5,23.7
3544,2.6,22.4
3545,2.5,21.2
3546,2.5,18.0
3547,2.4,16.2
3548,2.4,15.3
3549,2.4,16.0
3550,2.5,17.2
3551,2.6,18.3
3552,2.7,18.4
3553,2.7,19.6
3554,2.8,20.9
3555,3.0,21.7
3556,3.1,20.3
3557,3.2,19.6
3558,3.2,19.7
3559,3.3,19.8
3560,3.3,18.0
3561,3.3,17.6
3562,3.4,17.6
3563,3.4,17.4
3564,3.4,17.6
3565,3.4,18.1
3566,3.5,20.1
3567,3.6,20.9
3568,3.6,20.3
3569,3.6,19.9
3570,3.5,19.8
3571,3.5,19.9
3572,3.5,19.9
3573,3.5,19.1
3574,3.3,19.0
3575,3.3,18.3
3576,3.3,18.1
3577,3.3,18.0
3578,3.3,19.2
3579,3.4,19.3
3580,3.3,20.7
3581,3.2,20.0
3582,3.1,18.4
3583,3.0,18.0
3584,2.9,17.4
3585,2.7,17.6
3586,2.7,17.0
3587,2.7,18.8
3588,2.7,18.9
3589,2.6,18.0
3590,2.6,18.0
3591,2.6,17.9
3592,2.5,17.9
3593,2.5,18.8
3594,2.5,18.8
3595,2.5,18.9
3596,2.4,17.6
3597,2.4,17.1
3598,2.4,17.3
3599,2.5,17.3
3600,2.5,18.1
